language1,language2,paradigm1,paradigm2,common_actors
PowerShell,Visual Basic,scripted,multi,3
PowerShell,F#,scripted,multi,2
PowerShell,D,scripted,multi,0
PowerShell,Assembly,scripted,machine,0
PowerShell,C,scripted,imperative,19
PowerShell,Arduino,scripted,imperative,0
PowerShell,Fortran,scripted,imperative,0
PowerShell,Groovy,scripted,functional,3
PowerShell,Elixir,scripted,functional,1
PowerShell,Haskell,scripted,functional,0
PowerShell,Clojure,scripted,functional,0
PowerShell,OCaml,scripted,functional,0
PowerShell,Erlang,scripted,functional,0
PowerShell,HTML,scripted,declarative,15
PowerShell,CSS,scripted,declarative,13
PowerShell,XSLT,scripted,declarative,0
PowerShell,PLpgSQL,scripted,declarative,0
PowerShell,Elm,scripted,declarative,0
PowerShell,Nix,scripted,declarative,1
Vim script,Apex,scripted,undefined,0
Vim script,Mathematica,scripted,undefined,0
Vim script,Shell,scripted,scripted,29
Vim script,PowerShell,scripted,scripted,1
Vim script,Vim script,scripted,scripted,368
Vim script,Emacs Lisp,scripted,scripted,0
Vim script,Batchfile,scripted,scripted,0
Vim script,PHP,scripted,procedural,9
Vim script,C++,scripted,procedural,7
Vim script,JavaScript,scripted,oob,40
Vim script,Python,scripted,oob,28
Vim script,Java,scripted,oob,5
Vim script,Ruby,scripted,oob,27
Vim script,C#,scripted,oob,2
Vim script,TypeScript,scripted,oob,10
Vim script,Jupyter Notebook,scripted,oob,0
Vim script,Objective-C,scripted,oob,1
Vim script,Kotlin,scripted,oob,0
Vim script,Dart,scripted,oob,1
Vim script,Crystal,scripted,oob,0
Vim script,Smalltalk,scripted,oob,0
Vim script,Go,scripted,multi,27
Vim script,Swift,scripted,multi,3
Vim script,Scala,scripted,multi,0
Vim script,R,scripted,multi,0
Vim script,Rust,scripted,multi,2
Vim script,Perl,scripted,multi,3
Vim script,Lua,scripted,multi,3
Vim script,CoffeeScript,scripted,multi,2
Vim script,Matlab,scripted,multi,0
Vim script,Julia,scripted,multi,0
Vim script,Visual Basic,scripted,multi,0
Vim script,F#,scripted,multi,2
Vim script,D,scripted,multi,0
Vim script,Assembly,scripted,machine,1
Vim script,C,scripted,imperative,16
Vim script,Arduino,scripted,imperative,0
Vim script,Fortran,scripted,imperative,0
Vim script,Groovy,scripted,functional,0
Vim script,Elixir,scripted,functional,4
Vim script,Haskell,scripted,functional,5
Vim script,Clojure,scripted,functional,0
Vim script,OCaml,scripted,functional,1
Vim script,Erlang,scripted,functional,0
Vim script,HTML,scripted,declarative,19
Vim script,CSS,scripted,declarative,13
Vim script,XSLT,scripted,declarative,0
Vim script,PLpgSQL,scripted,declarative,0
Vim script,Elm,scripted,declarative,0
Vim script,Nix,scripted,declarative,1
Emacs Lisp,Apex,scripted,undefined,0
Emacs Lisp,Mathematica,scripted,undefined,0
Emacs Lisp,Shell,scripted,scripted,6
Emacs Lisp,PowerShell,scripted,scripted,0
Emacs Lisp,Vim script,scripted,scripted,0
Emacs Lisp,Emacs Lisp,scripted,scripted,286
Emacs Lisp,Batchfile,scripted,scripted,0
Emacs Lisp,PHP,scripted,procedural,0
Emacs Lisp,C++,scripted,procedural,8
Emacs Lisp,JavaScript,scripted,oob,13
Emacs Lisp,Python,scripted,oob,23
Emacs Lisp,Java,scripted,oob,4
Emacs Lisp,Ruby,scripted,oob,10
Emacs Lisp,C#,scripted,oob,0
Emacs Lisp,TypeScript,scripted,oob,1
Emacs Lisp,Jupyter Notebook,scripted,oob,1
Emacs Lisp,Objective-C,scripted,oob,1
Emacs Lisp,Kotlin,scripted,oob,0
Emacs Lisp,Dart,scripted,oob,0
Emacs Lisp,Crystal,scripted,oob,0
Emacs Lisp,Smalltalk,scripted,oob,0
Emacs Lisp,Go,scripted,multi,9
Emacs Lisp,Swift,scripted,multi,1
Emacs Lisp,Scala,scripted,multi,3
Emacs Lisp,R,scripted,multi,3
Emacs Lisp,Rust,scripted,multi,4
Emacs Lisp,Perl,scripted,multi,1
Emacs Lisp,Lua,scripted,multi,0
Emacs Lisp,CoffeeScript,scripted,multi,0
Emacs Lisp,Matlab,scripted,multi,0
Emacs Lisp,Julia,scripted,multi,1
Emacs Lisp,Visual Basic,scripted,multi,0
Emacs Lisp,F#,scripted,multi,0
Emacs Lisp,D,scripted,multi,1
Emacs Lisp,Assembly,scripted,machine,3
Emacs Lisp,C,scripted,imperative,10
Emacs Lisp,Arduino,scripted,imperative,0
Emacs Lisp,Fortran,scripted,imperative,0
Emacs Lisp,Groovy,scripted,functional,0
Emacs Lisp,Elixir,scripted,functional,2
Emacs Lisp,Haskell,scripted,functional,8
Emacs Lisp,Clojure,scripted,functional,7
Emacs Lisp,OCaml,scripted,functional,1
Emacs Lisp,Erlang,scripted,functional,0
Emacs Lisp,HTML,scripted,declarative,7
Emacs Lisp,CSS,scripted,declarative,6
Emacs Lisp,XSLT,scripted,declarative,0
Emacs Lisp,PLpgSQL,scripted,declarative,0
Emacs Lisp,Elm,scripted,declarative,1
Emacs Lisp,Nix,scripted,declarative,3
Batchfile,Apex,scripted,undefined,0
Batchfile,Mathematica,scripted,undefined,0
Batchfile,Shell,scripted,scripted,10
Batchfile,PowerShell,scripted,scripted,20
Batchfile,Vim script,scripted,scripted,0
Batchfile,Emacs Lisp,scripted,scripted,0
Batchfile,Batchfile,scripted,scripted,147
Batchfile,PHP,scripted,procedural,0
Batchfile,C++,scripted,procedural,7
Batchfile,JavaScript,scripted,oob,14
Batchfile,Python,scripted,oob,15
Batchfile,Java,scripted,oob,6
Batchfile,Ruby,scripted,oob,0
Batchfile,C#,scripted,oob,3
Batchfile,TypeScript,scripted,oob,6
Batchfile,Jupyter Notebook,scripted,oob,2
Batchfile,Objective-C,scripted,oob,0
Batchfile,Kotlin,scripted,oob,0
Batchfile,Dart,scripted,oob,0
Batchfile,Crystal,scripted,oob,0
Batchfile,Smalltalk,scripted,oob,0
Batchfile,Go,scripted,multi,0
Batchfile,Swift,scripted,multi,0
Batchfile,Scala,scripted,multi,0
Batchfile,R,scripted,multi,0
Batchfile,Rust,scripted,multi,1
Batchfile,Perl,scripted,multi,2
Batchfile,Lua,scripted,multi,0
Batchfile,CoffeeScript,scripted,multi,1
Batchfile,Matlab,scripted,multi,0
Batchfile,Julia,scripted,multi,0
Batchfile,Visual Basic,scripted,multi,1
Batchfile,F#,scripted,multi,1
Batchfile,D,scripted,multi,0
Batchfile,Assembly,scripted,machine,0
Batchfile,C,scripted,imperative,4
Batchfile,Arduino,scripted,imperative,0
Batchfile,Fortran,scripted,imperative,1
Batchfile,Groovy,scripted,functional,0
Batchfile,Elixir,scripted,functional,0
Batchfile,Haskell,scripted,functional,0
Batchfile,Clojure,scripted,functional,0
Batchfile,OCaml,scripted,functional,0
Batchfile,Erlang,scripted,functional,0
Batchfile,HTML,scripted,declarative,5
Batchfile,CSS,scripted,declarative,7
Batchfile,XSLT,scripted,declarative,0
Batchfile,PLpgSQL,scripted,declarative,1
Batchfile,Elm,scripted,declarative,0
Batchfile,Nix,scripted,declarative,0
PHP,Apex,procedural,undefined,0
PHP,Mathematica,procedural,undefined,1
PHP,Shell,procedural,scripted,221
PHP,PowerShell,procedural,scripted,4
PHP,Vim script,procedural,scripted,9
PHP,Emacs Lisp,procedural,scripted,0
PHP,Batchfile,procedural,scripted,0
PHP,PHP,procedural,procedural,11329
PHP,C++,procedural,procedural,70
PHP,JavaScript,procedural,oob,986
PHP,Python,procedural,oob,281
PHP,Java,procedural,oob,253
PHP,Ruby,procedural,oob,159
PHP,C#,procedural,oob,104
PHP,TypeScript,procedural,oob,91
PHP,Jupyter Notebook,procedural,oob,4
PHP,Objective-C,procedural,oob,21
PHP,Kotlin,procedural,oob,7
PHP,Dart,procedural,oob,2
PHP,Crystal,procedural,oob,2
PHP,Smalltalk,procedural,oob,1
PHP,Go,procedural,multi,89
PHP,Swift,procedural,multi,26
PHP,Scala,procedural,multi,7
PHP,R,procedural,multi,6
PHP,Rust,procedural,multi,9
PHP,Perl,procedural,multi,23
PHP,Lua,procedural,multi,11
PHP,CoffeeScript,procedural,multi,13
PHP,Matlab,procedural,multi,2
PHP,Julia,procedural,multi,1
PHP,Visual Basic,procedural,multi,3
PHP,F#,procedural,multi,1
PHP,D,procedural,multi,0
PHP,Assembly,procedural,machine,1
PHP,C,procedural,imperative,81
PHP,Arduino,procedural,imperative,1
PHP,Fortran,procedural,imperative,0
PHP,Groovy,procedural,functional,6
PHP,Elixir,procedural,functional,11
PHP,Haskell,procedural,functional,4
PHP,Clojure,procedural,functional,1
PHP,OCaml,procedural,functional,0
PHP,Erlang,procedural,functional,2
PHP,HTML,procedural,declarative,572
PHP,CSS,procedural,declarative,403
PHP,XSLT,procedural,declarative,18
PHP,PLpgSQL,procedural,declarative,6
PHP,Elm,procedural,declarative,2
PHP,Nix,procedural,declarative,2
C++,Apex,procedural,undefined,0
C++,Mathematica,procedural,undefined,1
C++,Shell,procedural,scripted,262
C++,PowerShell,procedural,scripted,8
C++,Vim script,procedural,scripted,7
C++,Emacs Lisp,procedural,scripted,8
C++,Batchfile,procedural,scripted,7
C++,PHP,procedural,procedural,70
C++,C++,procedural,procedural,9962
C++,JavaScript,procedural,oob,408
C++,Python,procedural,oob,755
C++,Java,procedural,oob,269
C++,Ruby,procedural,oob,87
C++,C#,procedural,oob,136
C++,TypeScript,procedural,oob,47
C++,Jupyter Notebook,procedural,oob,54
C++,Objective-C,procedural,oob,38
C++,Kotlin,procedural,oob,19
C++,Dart,procedural,oob,18
C++,Crystal,procedural,oob,0
C++,Smalltalk,procedural,oob,0
C++,Go,procedural,multi,86
C++,Swift,procedural,multi,32
C++,Scala,procedural,multi,20
C++,R,procedural,multi,20
C++,Rust,procedural,multi,34
C++,Perl,procedural,multi,28
C++,Lua,procedural,multi,46
C++,CoffeeScript,procedural,multi,5
C++,Matlab,procedural,multi,10
C++,Julia,procedural,multi,6
C++,Visual Basic,procedural,multi,4
C++,F#,procedural,multi,2
C++,D,procedural,multi,4
C++,Assembly,procedural,machine,12
C++,C,procedural,imperative,573
C++,Arduino,procedural,imperative,27
C++,Fortran,procedural,imperative,14
C++,Groovy,procedural,functional,10
C++,Elixir,procedural,functional,2
C++,Haskell,procedural,functional,7
C++,Clojure,procedural,functional,2
C++,OCaml,procedural,functional,4
C++,Erlang,procedural,functional,5
C++,HTML,procedural,declarative,245
C++,CSS,procedural,declarative,124
C++,XSLT,procedural,declarative,11
C++,PLpgSQL,procedural,declarative,5
C++,Elm,procedural,declarative,2
C++,Nix,procedural,declarative,4
JavaScript,Apex,oob,undefined,10
JavaScript,Mathematica,oob,undefined,3
JavaScript,Shell,oob,scripted,724
JavaScript,PowerShell,oob,scripted,50
JavaScript,Vim script,oob,scripted,40
JavaScript,Emacs Lisp,oob,scripted,13
JavaScript,Batchfile,oob,scripted,14
JavaScript,PHP,oob,procedural,986
JavaScript,C++,oob,procedural,408
JavaScript,JavaScript,oob,oob,40483
JavaScript,Python,oob,oob,1787
JavaScript,Java,oob,oob,1406
JavaScript,Ruby,oob,oob,1075
JavaScript,C#,oob,oob,440
JavaScript,TypeScript,oob,oob,1150
JavaScript,Jupyter Notebook,oob,oob,65
JavaScript,Objective-C,oob,oob,237
JavaScript,Kotlin,oob,oob,49
JavaScript,Dart,oob,oob,10
JavaScript,Crystal,oob,oob,1
JavaScript,Smalltalk,oob,oob,1
JavaScript,Go,oob,multi,469
JavaScript,Swift,oob,multi,128
JavaScript,Scala,oob,multi,127
JavaScript,R,oob,multi,35
JavaScript,Rust,oob,multi,78
JavaScript,Perl,oob,multi,55
JavaScript,Lua,oob,multi,49
JavaScript,CoffeeScript,oob,multi,157
JavaScript,Matlab,oob,multi,10
JavaScript,Julia,oob,multi,11
JavaScript,Visual Basic,oob,multi,7
JavaScript,F#,oob,multi,8
JavaScript,D,oob,multi,1
JavaScript,Assembly,oob,machine,10
JavaScript,C,oob,imperative,297
JavaScript,Arduino,oob,imperative,15
JavaScript,Fortran,oob,imperative,1
JavaScript,Groovy,oob,functional,69
JavaScript,Elixir,oob,functional,69
JavaScript,Haskell,oob,functional,34
JavaScript,Clojure,oob,functional,33
JavaScript,OCaml,oob,functional,21
JavaScript,Erlang,oob,functional,17
JavaScript,HTML,oob,declarative,3233
JavaScript,CSS,oob,declarative,1845
JavaScript,XSLT,oob,declarative,28
JavaScript,PLpgSQL,oob,declarative,46
JavaScript,Elm,oob,declarative,19
JavaScript,Nix,oob,declarative,7
Python,Apex,oob,undefined,4
Python,Mathematica,oob,undefined,3
Python,Shell,oob,scripted,1028
Python,PowerShell,oob,scripted,29
Python,Vim script,oob,scripted,28
Python,Emacs Lisp,oob,scripted,23
Python,Batchfile,oob,scripted,15
Python,PHP,oob,procedural,281
Python,C++,oob,procedural,755
Python,JavaScript,oob,oob,1787
Python,Python,oob,oob,23954
Python,Java,oob,oob,672
Python,Ruby,oob,oob,444
Python,C#,oob,oob,159
Python,TypeScript,oob,oob,184
Python,Jupyter Notebook,oob,oob,401
Python,Objective-C,oob,oob,37
Python,Kotlin,oob,oob,25
Python,Dart,oob,oob,4
Python,Crystal,oob,oob,3
Python,Smalltalk,oob,oob,3
Python,Go,oob,multi,466
Python,Swift,oob,multi,42
Python,Scala,oob,multi,77
Python,R,oob,multi,53
Python,Rust,oob,multi,78
Python,Perl,oob,multi,82
Python,Lua,oob,multi,49
Python,CoffeeScript,oob,multi,30
Python,Matlab,oob,multi,40
Python,Julia,oob,multi,14
Python,Visual Basic,oob,multi,5
Python,F#,oob,multi,3
Python,D,oob,multi,6
Python,Assembly,oob,machine,6
Python,C,oob,imperative,510
Python,Arduino,oob,imperative,20
Python,Fortran,oob,imperative,21
Python,Groovy,oob,functional,61
Python,Elixir,oob,functional,23
Python,Haskell,oob,functional,34
Python,Clojure,oob,functional,16
Python,OCaml,oob,functional,6
Python,Erlang,oob,functional,16
Python,HTML,oob,declarative,1139
Python,CSS,oob,declarative,521
Python,XSLT,oob,declarative,25
Python,PLpgSQL,oob,declarative,29
Python,Elm,oob,declarative,5
Python,Nix,oob,declarative,14
Java,Apex,oob,undefined,2
Java,Mathematica,oob,undefined,1
Java,Shell,oob,scripted,525
Java,PowerShell,oob,scripted,7
Java,Vim script,oob,scripted,5
Java,Emacs Lisp,oob,scripted,4
Java,Batchfile,oob,scripted,6
Java,PHP,oob,procedural,253
Java,C++,oob,procedural,269
Java,JavaScript,oob,oob,1406
Java,Python,oob,oob,672
Java,Java,oob,oob,23581
Java,Ruby,oob,oob,233
Java,C#,oob,oob,227
Java,TypeScript,oob,oob,293
Java,Jupyter Notebook,oob,oob,45
Java,Objective-C,oob,oob,152
Java,Kotlin,oob,oob,186
Java,Dart,oob,oob,11
Java,Crystal,oob,oob,1
Java,Smalltalk,oob,oob,0
Java,Go,oob,multi,204
Java,Swift,oob,multi,94
Java,Scala,oob,multi,142
Java,R,oob,multi,17
Java,Rust,oob,multi,17
Java,Perl,oob,multi,32
Java,Lua,oob,multi,12
Java,CoffeeScript,oob,multi,21
Java,Matlab,oob,multi,13
Java,Julia,oob,multi,1
Java,Visual Basic,oob,multi,2
Java,F#,oob,multi,2
Java,D,oob,multi,2
Java,Assembly,oob,machine,4
Java,C,oob,imperative,203
Java,Arduino,oob,imperative,21
Java,Fortran,oob,imperative,2
Java,Groovy,oob,functional,137
Java,Elixir,oob,functional,9
Java,Haskell,oob,functional,11
Java,Clojure,oob,functional,20
Java,OCaml,oob,functional,8
Java,Erlang,oob,functional,6
Java,HTML,oob,declarative,821
Java,CSS,oob,declarative,381
Java,XSLT,oob,declarative,37
Java,PLpgSQL,oob,declarative,22
Java,Elm,oob,declarative,3
Java,Nix,oob,declarative,4
Ruby,Apex,oob,undefined,1
Ruby,Mathematica,oob,undefined,1
Ruby,Shell,oob,scripted,314
Ruby,PowerShell,oob,scripted,18
Ruby,Vim script,oob,scripted,27
Ruby,Emacs Lisp,oob,scripted,10
Ruby,Batchfile,oob,scripted,0
Ruby,PHP,oob,procedural,159
Ruby,C++,oob,procedural,87
Ruby,JavaScript,oob,oob,1075
Ruby,Python,oob,oob,444
Ruby,Java,oob,oob,233
Ruby,Ruby,oob,oob,10093
Ruby,C#,oob,oob,67
Ruby,TypeScript,oob,oob,98
Ruby,Jupyter Notebook,oob,oob,12
Ruby,Objective-C,oob,oob,44
Ruby,Kotlin,oob,oob,13
Ruby,Dart,oob,oob,3
Ruby,Crystal,oob,oob,14
Ruby,Smalltalk,oob,oob,0
Ruby,Go,oob,multi,214
Ruby,Swift,oob,multi,61
Ruby,Scala,oob,multi,32
Ruby,R,oob,multi,12
Ruby,Rust,oob,multi,37
Ruby,Perl,oob,multi,35
Ruby,Lua,oob,multi,13
Ruby,CoffeeScript,oob,multi,36
Ruby,Matlab,oob,multi,0
Ruby,Julia,oob,multi,2
Ruby,Visual Basic,oob,multi,3
Ruby,F#,oob,multi,3
Ruby,D,oob,multi,3
Ruby,Assembly,oob,machine,2
Ruby,C,oob,imperative,106
Ruby,Arduino,oob,imperative,6
Ruby,Fortran,oob,imperative,0
Ruby,Groovy,oob,functional,21
Ruby,Elixir,oob,functional,48
Ruby,Haskell,oob,functional,12
Ruby,Clojure,oob,functional,22
Ruby,OCaml,oob,functional,6
Ruby,Erlang,oob,functional,11
Ruby,HTML,oob,declarative,672
Ruby,CSS,oob,declarative,396
Ruby,XSLT,oob,declarative,13
Ruby,PLpgSQL,oob,declarative,7
Ruby,Elm,oob,declarative,3
Ruby,Nix,oob,declarative,2
C#,Apex,oob,undefined,0
C#,Mathematica,oob,undefined,17
C#,Shell,oob,scripted,49
C#,PowerShell,oob,scripted,74
C#,Vim script,oob,scripted,2
C#,Emacs Lisp,oob,scripted,0
C#,Batchfile,oob,scripted,3
C#,PHP,oob,procedural,104
C#,C++,oob,procedural,136
C#,JavaScript,oob,oob,440
C#,Python,oob,oob,159
C#,Java,oob,oob,227
C#,Ruby,oob,oob,67
C#,C#,oob,oob,7792
C#,TypeScript,oob,oob,159
C#,Jupyter Notebook,oob,oob,12
C#,Objective-C,oob,oob,32
C#,Kotlin,oob,oob,8
C#,Dart,oob,oob,0
C#,Crystal,oob,oob,1
C#,Smalltalk,oob,oob,2
C#,Go,oob,multi,46
C#,Swift,oob,multi,14
C#,Scala,oob,multi,10
C#,R,oob,multi,1
C#,Rust,oob,multi,10
C#,Perl,oob,multi,5
C#,Lua,oob,multi,10
C#,CoffeeScript,oob,multi,7
C#,Matlab,oob,multi,6
C#,Julia,oob,multi,0
C#,Visual Basic,oob,multi,11
C#,F#,oob,multi,13
C#,D,oob,multi,2
C#,Assembly,oob,machine,0
C#,C,oob,imperative,67
C#,Arduino,oob,imperative,2
C#,Fortran,oob,imperative,0
C#,Groovy,oob,functional,8
C#,Elixir,oob,functional,10
C#,Haskell,oob,functional,1
C#,Clojure,oob,functional,1
C#,OCaml,oob,functional,2
C#,Erlang,oob,functional,2
C#,HTML,oob,declarative,170
C#,CSS,oob,declarative,115
C#,XSLT,oob,declarative,0
C#,PLpgSQL,oob,declarative,3
C#,Elm,oob,declarative,0
C#,Nix,oob,declarative,0
TypeScript,Apex,oob,undefined,0
TypeScript,Mathematica,oob,undefined,0
TypeScript,Shell,oob,scripted,103
TypeScript,PowerShell,oob,scripted,18
TypeScript,Vim script,oob,scripted,10
TypeScript,Emacs Lisp,oob,scripted,1
TypeScript,Batchfile,oob,scripted,6
TypeScript,PHP,oob,procedural,91
TypeScript,C++,oob,procedural,47
TypeScript,JavaScript,oob,oob,1150
TypeScript,Python,oob,oob,184
TypeScript,Java,oob,oob,293
TypeScript,Ruby,oob,oob,98
TypeScript,C#,oob,oob,159
TypeScript,TypeScript,oob,oob,5880
TypeScript,Jupyter Notebook,oob,oob,10
TypeScript,Objective-C,oob,oob,27
TypeScript,Kotlin,oob,oob,15
TypeScript,Dart,oob,oob,2
TypeScript,Crystal,oob,oob,1
TypeScript,Smalltalk,oob,oob,0
TypeScript,Go,oob,multi,83
TypeScript,Swift,oob,multi,23
TypeScript,Scala,oob,multi,29
TypeScript,R,oob,multi,2
TypeScript,Rust,oob,multi,12
TypeScript,Perl,oob,multi,1
TypeScript,Lua,oob,multi,4
TypeScript,CoffeeScript,oob,multi,33
TypeScript,Matlab,oob,multi,0
TypeScript,Julia,oob,multi,4
TypeScript,Visual Basic,oob,multi,2
TypeScript,F#,oob,multi,6
TypeScript,D,oob,multi,1
TypeScript,Assembly,oob,machine,1
TypeScript,C,oob,imperative,23
TypeScript,Arduino,oob,imperative,3
TypeScript,Fortran,oob,imperative,0
TypeScript,Groovy,oob,functional,23
TypeScript,Elixir,oob,functional,14
TypeScript,Haskell,oob,functional,4
TypeScript,Clojure,oob,functional,1
TypeScript,OCaml,oob,functional,1
TypeScript,Erlang,oob,functional,0
TypeScript,HTML,oob,declarative,338
TypeScript,CSS,oob,declarative,213
TypeScript,XSLT,oob,declarative,3
