language1,language2,common_actors
C#,XSLT,6
C#,Matlab,2
C#,Dart,0
C#,Emacs Lisp,0
C#,PLpgSQL,4
C#,Puppet,0
C#,CMake,2
C#,Smarty,0
C#,Visual Basic,4
C#,Fortran,1
C#,D,1
C#,Roff,1
TypeScript,JavaScript,860
TypeScript,Python,143
TypeScript,Java,194
TypeScript,Ruby,70
TypeScript,HTML,274
TypeScript,PHP,82
TypeScript,C++,53
TypeScript,Go,53
TypeScript,CSS,174
TypeScript,C#,124
TypeScript,TypeScript,4336
TypeScript,C,25
TypeScript,Shell,70
TypeScript,Scala,15
TypeScript,Swift,13
TypeScript,PowerShell,15
TypeScript,Rust,15
TypeScript,Objective-C,22
TypeScript,Jupyter Notebook,14
TypeScript,Lua,2
TypeScript,DM,0
TypeScript,R,2
TypeScript,Kotlin,8
TypeScript,Vue,12
TypeScript,Julia,2
TypeScript,Elixir,10
TypeScript,Perl,0
TypeScript,Makefile,7
TypeScript,Groovy,8
TypeScript,Haskell,5
TypeScript,CoffeeScript,27
TypeScript,TeX,1
TypeScript,HCL,1
TypeScript,Clojure,1
TypeScript,OCaml,0
TypeScript,Nix,1
TypeScript,Vim script,4
TypeScript,Erlang,2
TypeScript,XSLT,3
TypeScript,Matlab,0
TypeScript,Dart,3
TypeScript,Emacs Lisp,2
TypeScript,PLpgSQL,6
TypeScript,Puppet,1
TypeScript,CMake,1
TypeScript,Smarty,2
TypeScript,Visual Basic,0
TypeScript,Fortran,2
TypeScript,D,0
TypeScript,Roff,0
C,JavaScript,222
C,Python,399
C,Java,162
C,Ruby,90
C,HTML,130
C,PHP,83
C,C++,445
C,Go,107
C,CSS,90
C,C#,57
C,TypeScript,25
C,C,5341
C,Shell,250
C,Scala,15
C,Swift,16
C,PowerShell,12
C,Rust,37
C,Objective-C,45
C,Jupyter Notebook,17
C,Lua,29
C,DM,0
C,R,9
C,Kotlin,4
C,Vue,3
C,Julia,6
C,Elixir,8
C,Perl,39
C,Makefile,106
C,Groovy,10
C,Haskell,12
C,CoffeeScript,12
C,TeX,21
C,HCL,1
C,Clojure,3
C,OCaml,8
C,Nix,1
C,Vim script,11
C,Erlang,13
C,XSLT,4
C,Matlab,2
C,Dart,1
C,Emacs Lisp,6
C,PLpgSQL,4
C,Puppet,1
C,CMake,21
C,Smarty,0
C,Visual Basic,0
C,Fortran,12
C,D,3
C,Roff,4
Shell,JavaScript,614
Shell,Python,897
Shell,Java,452
Shell,Ruby,312
Shell,HTML,400
Shell,PHP,178
Shell,C++,246
Shell,Go,401
Shell,CSS,244
Shell,C#,48
Shell,TypeScript,70
Shell,C,250
Shell,Shell,5725
Shell,Scala,65
Shell,Swift,25
Shell,PowerShell,25
Shell,Rust,34
Shell,Objective-C,26
Shell,Jupyter Notebook,42
Shell,Lua,29
Shell,DM,0
Shell,R,19
Shell,Kotlin,14
Shell,Vue,3
Shell,Julia,6
Shell,Elixir,18
Shell,Perl,56
Shell,Makefile,121
Shell,Groovy,82
Shell,Haskell,19
Shell,CoffeeScript,21
Shell,TeX,22
Shell,HCL,50
Shell,Clojure,13
Shell,OCaml,9
Shell,Nix,2
Shell,Vim script,25
Shell,Erlang,19
Shell,XSLT,26
Shell,Matlab,3
Shell,Dart,2
Shell,Emacs Lisp,12
Shell,PLpgSQL,10
Shell,Puppet,31
Shell,CMake,25
Shell,Smarty,28
Shell,Visual Basic,2
Shell,Fortran,9
Shell,D,11
Shell,Roff,4
Scala,JavaScript,117
Scala,Python,72
Scala,Java,129
Scala,Ruby,26
Scala,HTML,93
Scala,PHP,5
Scala,C++,18
Scala,Go,27
Scala,CSS,52
Scala,C#,6
Scala,TypeScript,15
Scala,C,15
Scala,Shell,65
Scala,Scala,1635
Scala,Swift,2
Scala,PowerShell,0
Scala,Rust,9
Scala,Objective-C,4
Scala,Jupyter Notebook,13
Scala,Lua,1
Scala,DM,0
Scala,R,1
Scala,Kotlin,7
Scala,Vue,1
Scala,Julia,0
Scala,Elixir,2
Scala,Perl,2
Scala,Makefile,3
Scala,Groovy,19
Scala,Haskell,2
Scala,CoffeeScript,2
Scala,TeX,5
Scala,HCL,4
Scala,Clojure,11
Scala,OCaml,1
Scala,Nix,0
Scala,Vim script,1
Scala,Erlang,3
Scala,XSLT,6
Scala,Matlab,1
Scala,Dart,1
Scala,Emacs Lisp,1
Scala,PLpgSQL,2
Scala,Puppet,3
Scala,CMake,0
Scala,Smarty,3
Scala,Visual Basic,1
Scala,Fortran,0
Scala,D,0
Scala,Roff,7
Swift,JavaScript,118
Swift,Python,36
Swift,Java,81
Swift,Ruby,41
Swift,HTML,40
Swift,PHP,15
Swift,C++,24
Swift,Go,12
Swift,CSS,33
Swift,C#,17
Swift,TypeScript,13
Swift,C,16
Swift,Shell,25
Swift,Scala,2
Swift,Swift,1970
Swift,PowerShell,0
Swift,Rust,7
Swift,Objective-C,139
Swift,Jupyter Notebook,2
Swift,Lua,0
Swift,DM,0
Swift,R,0
Swift,Kotlin,5
Swift,Vue,1
Swift,Julia,0
Swift,Elixir,6
Swift,Perl,2
Swift,Makefile,2
Swift,Groovy,4
Swift,Haskell,1
Swift,CoffeeScript,2
Swift,TeX,0
Swift,HCL,0
Swift,Clojure,1
Swift,OCaml,1
Swift,Nix,0
Swift,Vim script,2
Swift,Erlang,1
Swift,XSLT,0
Swift,Matlab,0
Swift,Dart,0
Swift,Emacs Lisp,0
Swift,PLpgSQL,0
Swift,Puppet,2
Swift,CMake,0
Swift,Smarty,0
Swift,Visual Basic,0
Swift,Fortran,0
Swift,D,0
Swift,Roff,0
PowerShell,JavaScript,49
PowerShell,Python,27
PowerShell,Java,3
PowerShell,Ruby,13
PowerShell,HTML,14
PowerShell,PHP,8
PowerShell,C++,24
PowerShell,Go,5
PowerShell,CSS,9
PowerShell,C#,81
PowerShell,TypeScript,15
PowerShell,C,12
PowerShell,Shell,25
PowerShell,Scala,0
PowerShell,Swift,0
PowerShell,PowerShell,700
PowerShell,Rust,3
PowerShell,Objective-C,1
PowerShell,Jupyter Notebook,0
PowerShell,Lua,3
PowerShell,DM,0
PowerShell,R,0
PowerShell,Kotlin,0
PowerShell,Vue,0
PowerShell,Julia,0
PowerShell,Elixir,1
PowerShell,Perl,1
PowerShell,Makefile,0
PowerShell,Groovy,1
PowerShell,Haskell,1
PowerShell,CoffeeScript,2
PowerShell,TeX,0
PowerShell,HCL,0
PowerShell,Clojure,1
PowerShell,OCaml,0
PowerShell,Nix,0
PowerShell,Vim script,0
PowerShell,Erlang,1
PowerShell,XSLT,0
PowerShell,Matlab,0
PowerShell,Dart,1
PowerShell,Emacs Lisp,1
PowerShell,PLpgSQL,0
PowerShell,Puppet,0
PowerShell,CMake,0
PowerShell,Smarty,1
PowerShell,Visual Basic,1
PowerShell,Fortran,0
PowerShell,D,1
PowerShell,Roff,0
Rust,JavaScript,70
Rust,Python,66
Rust,Java,12
Rust,Ruby,30
Rust,HTML,49
Rust,PHP,6
Rust,C++,31
Rust,Go,42
Rust,CSS,25
Rust,C#,10
Rust,TypeScript,15
Rust,C,37
Rust,Shell,34
Rust,Scala,9
Rust,Swift,7
Rust,PowerShell,3
Rust,Rust,931
Rust,Objective-C,4
Rust,Jupyter Notebook,3
Rust,Lua,2
Rust,DM,0
Rust,R,0
Rust,Kotlin,4
Rust,Vue,1
Rust,Julia,0
Rust,Elixir,8
Rust,Perl,1
Rust,Makefile,4
Rust,Groovy,2
Rust,Haskell,7
Rust,CoffeeScript,7
Rust,TeX,9
Rust,HCL,2
Rust,Clojure,6
Rust,OCaml,3
Rust,Nix,2
Rust,Vim script,3
Rust,Erlang,5
Rust,XSLT,2
Rust,Matlab,0
Rust,Dart,2
Rust,Emacs Lisp,1
Rust,PLpgSQL,0
Rust,Puppet,0
Rust,CMake,0
Rust,Smarty,0
Rust,Visual Basic,2
Rust,Fortran,0
Rust,D,2
Rust,Roff,0
Objective-C,JavaScript,211
Objective-C,Python,39
Objective-C,Java,160
Objective-C,Ruby,39
Objective-C,HTML,38
Objective-C,PHP,14
Objective-C,C++,37
Objective-C,Go,16
Objective-C,CSS,25
Objective-C,C#,29
Objective-C,TypeScript,22
Objective-C,C,45
Objective-C,Shell,26
Objective-C,Scala,4
Objective-C,Swift,139
Objective-C,PowerShell,1
Objective-C,Rust,4
Objective-C,Objective-C,1517
Objective-C,Jupyter Notebook,4
Objective-C,Lua,2
Objective-C,DM,0
Objective-C,R,0
Objective-C,Kotlin,1
Objective-C,Vue,2
Objective-C,Julia,0
Objective-C,Elixir,2
Objective-C,Perl,2
Objective-C,Makefile,12
Objective-C,Groovy,8
Objective-C,Haskell,1
Objective-C,CoffeeScript,4
Objective-C,TeX,0
Objective-C,HCL,0
Objective-C,Clojure,2
Objective-C,OCaml,1
Objective-C,Nix,0
Objective-C,Vim script,0
Objective-C,Erlang,3
Objective-C,XSLT,3
Objective-C,Matlab,0
Objective-C,Dart,1
Objective-C,Emacs Lisp,0
Objective-C,PLpgSQL,0
Objective-C,Puppet,0
Objective-C,CMake,1
Objective-C,Smarty,0
Objective-C,Visual Basic,0
Objective-C,Fortran,0
Objective-C,D,0
Objective-C,Roff,0
Jupyter Notebook,JavaScript,83
Jupyter Notebook,Python,281
Jupyter Notebook,Java,25
Jupyter Notebook,Ruby,8
Jupyter Notebook,HTML,81
Jupyter Notebook,PHP,4
Jupyter Notebook,C++,49
Jupyter Notebook,Go,7
Jupyter Notebook,CSS,29
Jupyter Notebook,C#,8
Jupyter Notebook,TypeScript,14
Jupyter Notebook,C,17
Jupyter Notebook,Shell,42
Jupyter Notebook,Scala,13
Jupyter Notebook,Swift,2
Jupyter Notebook,PowerShell,0
Jupyter Notebook,Rust,3
Jupyter Notebook,Objective-C,4
Jupyter Notebook,Jupyter Notebook,1287
Jupyter Notebook,Lua,4
Jupyter Notebook,DM,0
Jupyter Notebook,R,11
Jupyter Notebook,Kotlin,0
Jupyter Notebook,Vue,0
Jupyter Notebook,Julia,14
Jupyter Notebook,Elixir,0
Jupyter Notebook,Perl,3
Jupyter Notebook,Makefile,5
Jupyter Notebook,Groovy,1
Jupyter Notebook,Haskell,1
Jupyter Notebook,CoffeeScript,0
Jupyter Notebook,TeX,15
Jupyter Notebook,HCL,1
Jupyter Notebook,Clojure,0
Jupyter Notebook,OCaml,2
Jupyter Notebook,Nix,0
Jupyter Notebook,Vim script,0
Jupyter Notebook,Erlang,1
Jupyter Notebook,XSLT,2
Jupyter Notebook,Matlab,4
Jupyter Notebook,Dart,0
Jupyter Notebook,Emacs Lisp,1
Jupyter Notebook,PLpgSQL,3
Jupyter Notebook,Puppet,0
Jupyter Notebook,CMake,5
Jupyter Notebook,Smarty,1
Jupyter Notebook,Visual Basic,0
Jupyter Notebook,Fortran,3
Jupyter Notebook,D,0
Jupyter Notebook,Roff,1
Lua,JavaScript,33
Lua,Python,31
Lua,Java,4
Lua,Ruby,8
Lua,HTML,16
Lua,PHP,10
Lua,C++,47
Lua,Go,5
Lua,CSS,13
Lua,C#,8
Lua,TypeScript,2
Lua,C,29
Lua,Shell,29
Lua,Scala,1
Lua,Swift,0
Lua,PowerShell,3
Lua,Rust,2
Lua,Objective-C,2
Lua,Jupyter Notebook,4
Lua,Lua,790
Lua,DM,1
Lua,R,0
Lua,Kotlin,0
Lua,Vue,0
Lua,Julia,0
Lua,Elixir,0
Lua,Perl,6
Lua,Makefile,12
Lua,Groovy,2
Lua,Haskell,5
Lua,CoffeeScript,2
Lua,TeX,1
Lua,HCL,0
Lua,Clojure,0
Lua,OCaml,1
Lua,Nix,0
Lua,Vim script,4
Lua,Erlang,2
Lua,XSLT,0
Lua,Matlab,0
Lua,Dart,1
Lua,Emacs Lisp,1
Lua,PLpgSQL,0
Lua,Puppet,1
Lua,CMake,2
Lua,Smarty,0
Lua,Visual Basic,2
Lua,Fortran,0
Lua,D,1
Lua,Roff,0
DM,JavaScript,3
DM,Python,1
DM,Java,1
DM,Ruby,0
DM,HTML,1
DM,PHP,0
DM,C++,2
DM,Go,0
DM,CSS,1
DM,C#,3
DM,TypeScript,0
DM,C,0
DM,Shell,0
DM,Scala,0
DM,Swift,0
DM,PowerShell,0
DM,Rust,0
DM,Objective-C,0
DM,Jupyter Notebook,0
DM,Lua,1
DM,DM,234
DM,R,0
DM,Kotlin,0
DM,Vue,0
DM,Julia,0
DM,Elixir,0
DM,Perl,0
DM,Makefile,0
DM,Groovy,0
DM,Haskell,0
DM,CoffeeScript,0
DM,TeX,0
DM,HCL,0
DM,Clojure,0
DM,OCaml,0
DM,Nix,0
DM,Vim script,0
DM,Erlang,0
DM,XSLT,0
DM,Matlab,0
DM,Dart,0
DM,Emacs Lisp,0
DM,PLpgSQL,0
DM,Puppet,0
DM,CMake,0
DM,Smarty,0
DM,Visual Basic,0
DM,Fortran,0
DM,D,0
DM,Roff,0
R,JavaScript,27
R,Python,40
R,Java,16
R,Ruby,7
R,HTML,77
R,PHP,2
R,C++,23
R,Go,1
R,CSS,19
R,C#,1
R,TypeScript,2
R,C,9
R,Shell,19
R,Scala,1
R,Swift,0
R,PowerShell,0
R,Rust,0
R,Objective-C,0
R,Jupyter Notebook,11
R,Lua,0
R,DM,0
R,R,966
R,Kotlin,0
R,Vue,0
R,Julia,1
R,Elixir,0
R,Perl,1
R,Makefile,0
R,Groovy,0
R,Haskell,0
R,CoffeeScript,0
R,TeX,11
R,HCL,0
R,Clojure,2
R,OCaml,0
R,Nix,0
R,Vim script,0
R,Erlang,0
R,XSLT,1
R,Matlab,1
R,Dart,0
R,Emacs Lisp,0
R,PLpgSQL,2
R,Puppet,0
R,CMake,2
R,Smarty,0
R,Visual Basic,0
R,Fortran,4
R,D,0
R,Roff,0
Kotlin,JavaScript,26
Kotlin,Python,16
Kotlin,Java,116
Kotlin,Ruby,7
Kotlin,HTML,17
Kotlin,PHP,4
Kotlin,C++,6
Kotlin,Go,6
Kotlin,CSS,8
Kotlin,C#,5
Kotlin,TypeScript,8
Kotlin,C,4
Kotlin,Shell,14
Kotlin,Scala,7
Kotlin,Swift,5
Kotlin,PowerShell,0
Kotlin,Rust,4
Kotlin,Objective-C,1
Kotlin,Jupyter Notebook,0
Kotlin,Lua,0
Kotlin,DM,0
Kotlin,R,0
Kotlin,Kotlin,616
Kotlin,Vue,2
Kotlin,Julia,0
Kotlin,Elixir,3
Kotlin,Perl,0
Kotlin,Makefile,1
Kotlin,Groovy,5
Kotlin,Haskell,1
Kotlin,CoffeeScript,2
Kotlin,TeX,1
Kotlin,HCL,0
Kotlin,Clojure,0
Kotlin,OCaml,0
Kotlin,Nix,0
Kotlin,Vim script,0
Kotlin,Erlang,0
Kotlin,XSLT,0
Kotlin,Matlab,0
Kotlin,Dart,1
Kotlin,Emacs Lisp,0
Kotlin,PLpgSQL,2
Kotlin,Puppet,0
Kotlin,CMake,0
Kotlin,Smarty,0
Kotlin,Visual Basic,0
Kotlin,Fortran,0
Kotlin,D,0
Kotlin,Roff,0
Vue,JavaScript,158
Vue,Python,16
Vue,Java,11
Vue,Ruby,6
Vue,HTML,17
Vue,PHP,31
Vue,C++,2
Vue,Go,10
Vue,CSS,35
Vue,C#,3
Vue,TypeScript,12
Vue,C,3
Vue,Shell,3
Vue,Scala,1
Vue,Swift,1
Vue,PowerShell,0
Vue,Rust,1
Vue,Objective-C,2
Vue,Jupyter Notebook,0
Vue,Lua,0
Vue,DM,0
Vue,R,0
Vue,Kotlin,2
Vue,Vue,520
Vue,Julia,0
Vue,Elixir,2
Vue,Perl,0
Vue,Makefile,1
Vue,Groovy,0
Vue,Haskell,0
Vue,CoffeeScript,3
Vue,TeX,0
Vue,HCL,0
Vue,Clojure,0
Vue,OCaml,0
Vue,Nix,0
Vue,Vim script,0
Vue,Erlang,0
Vue,XSLT,0
Vue,Matlab,0
Vue,Dart,1
Vue,Emacs Lisp,0
Vue,PLpgSQL,0
Vue,Puppet,0
Vue,CMake,0
Vue,Smarty,0
Vue,Visual Basic,0
Vue,Fortran,0
Vue,D,0
Vue,Roff,0
Julia,JavaScript,4
Julia,Python,24
Julia,Java,0
Julia,Ruby,1
Julia,HTML,9
Julia,PHP,0
Julia,C++,6
Julia,Go,0
Julia,CSS,4
Julia,C#,0
Julia,TypeScript,2
Julia,C,6
Julia,Shell,6
Julia,Scala,0
Julia,Swift,0
Julia,PowerShell,0
Julia,Rust,0
Julia,Objective-C,0
Julia,Jupyter Notebook,14
Julia,Lua,0
Julia,DM,0
Julia,R,1
Julia,Kotlin,0
Julia,Vue,0
Julia,Julia,286
Julia,Elixir,0
Julia,Perl,0
Julia,Makefile,2
Julia,Groovy,0
Julia,Haskell,0
Julia,CoffeeScript,1
Julia,TeX,3
Julia,HCL,0
Julia,Clojure,1
Julia,OCaml,1
Julia,Nix,1
Julia,Vim script,0
Julia,Erlang,0
Julia,XSLT,0
Julia,Matlab,1
Julia,Dart,0
Julia,Emacs Lisp,1
Julia,PLpgSQL,0
Julia,Puppet,0
Julia,CMake,1
Julia,Smarty,0
Julia,Visual Basic,0
Julia,Fortran,0
Julia,D,0
Julia,Roff,0
Elixir,JavaScript,61
Elixir,Python,15
Elixir,Java,6
Elixir,Ruby,49
Elixir,HTML,30
Elixir,PHP,9
Elixir,C++,3
Elixir,Go,14
Elixir,CSS,28
Elixir,C#,3
Elixir,TypeScript,10
Elixir,C,8
Elixir,Shell,18
Elixir,Scala,2
Elixir,Swift,6
Elixir,PowerShell,1
Elixir,Rust,8
Elixir,Objective-C,2
Elixir,Jupyter Notebook,0
Elixir,Lua,0
Elixir,DM,0
Elixir,R,0
