language1,language2,common_actors
Python,Visual Basic,5
Python,Arduino,20
Python,Smarty,31
Python,Puppet,39
Python,PLpgSQL,29
Python,D,6
Python,Assembly,6
HTML,JavaScript,3233
HTML,Java,821
HTML,Python,1139
HTML,HTML,18453
HTML,Ruby,672
HTML,PHP,572
HTML,C++,245
HTML,C#,170
HTML,TypeScript,338
HTML,CSS,1374
HTML,Go,245
HTML,C,165
HTML,Shell,396
HTML,Swift,43
HTML,Scala,75
HTML,PowerShell,15
HTML,Jupyter Notebook,91
HTML,Rust,41
HTML,Objective-C,44
HTML,Kotlin,22
HTML,DM,1
HTML,R,79
HTML,Vue,45
HTML,Lua,14
HTML,TeX,48
HTML,Perl,33
HTML,Makefile,54
HTML,Julia,4
HTML,Groovy,37
HTML,Elixir,30
HTML,CoffeeScript,38
HTML,Haskell,34
HTML,Clojure,13
HTML,OCaml,8
HTML,HCL,27
HTML,Matlab,16
HTML,Nix,2
HTML,Vim script,19
HTML,Erlang,6
HTML,Dart,7
HTML,CMake,13
HTML,XSLT,24
HTML,Emacs Lisp,7
HTML,Visual Basic,5
HTML,Arduino,11
HTML,Smarty,13
HTML,Puppet,29
HTML,PLpgSQL,14
HTML,D,4
HTML,Assembly,6
Ruby,JavaScript,1075
Ruby,Java,233
Ruby,Python,444
Ruby,HTML,672
Ruby,Ruby,10093
Ruby,PHP,159
Ruby,C++,87
Ruby,C#,67
Ruby,TypeScript,98
Ruby,CSS,396
Ruby,Go,214
Ruby,C,106
Ruby,Shell,314
Ruby,Swift,61
Ruby,Scala,32
Ruby,PowerShell,18
Ruby,Jupyter Notebook,12
Ruby,Rust,37
Ruby,Objective-C,44
Ruby,Kotlin,13
Ruby,DM,0
Ruby,R,12
Ruby,Vue,19
Ruby,Lua,13
Ruby,TeX,11
Ruby,Perl,35
Ruby,Makefile,41
Ruby,Julia,2
Ruby,Groovy,21
Ruby,Elixir,48
Ruby,CoffeeScript,36
Ruby,Haskell,12
Ruby,Clojure,22
Ruby,OCaml,6
Ruby,HCL,34
Ruby,Matlab,0
Ruby,Nix,2
Ruby,Vim script,27
Ruby,Erlang,11
Ruby,Dart,3
Ruby,CMake,6
Ruby,XSLT,13
Ruby,Emacs Lisp,10
Ruby,Visual Basic,3
Ruby,Arduino,6
Ruby,Smarty,9
Ruby,Puppet,82
Ruby,PLpgSQL,7
Ruby,D,3
Ruby,Assembly,2
PHP,JavaScript,986
PHP,Java,253
PHP,Python,281
PHP,HTML,572
PHP,Ruby,159
PHP,PHP,11329
PHP,C++,70
PHP,C#,104
PHP,TypeScript,91
PHP,CSS,403
PHP,Go,89
PHP,C,81
PHP,Shell,221
PHP,Swift,26
PHP,Scala,7
PHP,PowerShell,4
PHP,Jupyter Notebook,4
PHP,Rust,9
PHP,Objective-C,21
PHP,Kotlin,7
PHP,DM,0
PHP,R,6
PHP,Vue,31
PHP,Lua,11
PHP,TeX,9
PHP,Perl,23
PHP,Makefile,23
PHP,Julia,1
PHP,Groovy,6
PHP,Elixir,11
PHP,CoffeeScript,13
PHP,Haskell,4
PHP,Clojure,1
PHP,OCaml,0
PHP,HCL,6
PHP,Matlab,2
PHP,Nix,2
PHP,Vim script,9
PHP,Erlang,2
PHP,Dart,2
PHP,CMake,2
PHP,XSLT,18
PHP,Emacs Lisp,0
PHP,Visual Basic,3
PHP,Arduino,1
PHP,Smarty,7
PHP,Puppet,10
PHP,PLpgSQL,6
PHP,D,0
PHP,Assembly,1
C++,JavaScript,408
C++,Java,269
C++,Python,755
C++,HTML,245
C++,Ruby,87
C++,PHP,70
C++,C++,9962
C++,C#,136
C++,TypeScript,47
C++,CSS,124
C++,Go,86
C++,C,573
C++,Shell,262
C++,Swift,32
C++,Scala,20
C++,PowerShell,8
C++,Jupyter Notebook,54
C++,Rust,34
C++,Objective-C,38
C++,Kotlin,19
C++,DM,2
C++,R,20
C++,Vue,12
C++,Lua,46
C++,TeX,42
C++,Perl,28
C++,Makefile,105
C++,Julia,6
C++,Groovy,10
C++,Elixir,2
C++,CoffeeScript,5
C++,Haskell,7
C++,Clojure,2
C++,OCaml,4
C++,HCL,1
C++,Matlab,10
C++,Nix,4
C++,Vim script,7
C++,Erlang,5
C++,Dart,18
C++,CMake,115
C++,XSLT,11
C++,Emacs Lisp,8
C++,Visual Basic,4
C++,Arduino,27
C++,Smarty,1
C++,Puppet,1
C++,PLpgSQL,5
C++,D,4
C++,Assembly,12
C#,JavaScript,440
C#,Java,227
C#,Python,159
C#,HTML,170
C#,Ruby,67
C#,PHP,104
C#,C++,136
C#,C#,7792
C#,TypeScript,159
C#,CSS,115
C#,Go,46
C#,C,67
C#,Shell,49
C#,Swift,14
C#,Scala,10
C#,PowerShell,74
C#,Jupyter Notebook,12
C#,Rust,10
C#,Objective-C,32
C#,Kotlin,8
C#,DM,3
C#,R,1
C#,Vue,4
C#,Lua,10
C#,TeX,11
C#,Perl,5
C#,Makefile,4
C#,Julia,0
C#,Groovy,8
C#,Elixir,10
C#,CoffeeScript,7
C#,Haskell,1
C#,Clojure,1
C#,OCaml,2
C#,HCL,2
C#,Matlab,6
C#,Nix,0
C#,Vim script,2
C#,Erlang,2
C#,Dart,0
C#,CMake,1
C#,XSLT,0
C#,Emacs Lisp,0
C#,Visual Basic,11
C#,Arduino,2
C#,Smarty,1
C#,Puppet,0
C#,PLpgSQL,3
C#,D,2
C#,Assembly,0
TypeScript,JavaScript,1150
TypeScript,Java,293
TypeScript,Python,184
TypeScript,HTML,338
TypeScript,Ruby,98
TypeScript,PHP,91
TypeScript,C++,47
TypeScript,C#,159
TypeScript,TypeScript,5880
TypeScript,CSS,213
TypeScript,Go,83
TypeScript,C,23
TypeScript,Shell,103
TypeScript,Swift,23
TypeScript,Scala,29
TypeScript,PowerShell,18
TypeScript,Jupyter Notebook,10
TypeScript,Rust,12
TypeScript,Objective-C,27
TypeScript,Kotlin,15
TypeScript,DM,0
TypeScript,R,2
TypeScript,Vue,12
TypeScript,Lua,4
TypeScript,TeX,5
TypeScript,Perl,1
TypeScript,Makefile,6
TypeScript,Julia,4
TypeScript,Groovy,23
TypeScript,Elixir,14
TypeScript,CoffeeScript,33
TypeScript,Haskell,4
TypeScript,Clojure,1
TypeScript,OCaml,1
TypeScript,HCL,3
TypeScript,Matlab,0
TypeScript,Nix,0
TypeScript,Vim script,10
TypeScript,Erlang,0
TypeScript,Dart,2
TypeScript,CMake,2
TypeScript,XSLT,3
TypeScript,Emacs Lisp,1
TypeScript,Visual Basic,2
TypeScript,Arduino,3
TypeScript,Smarty,5
TypeScript,Puppet,0
TypeScript,PLpgSQL,3
TypeScript,D,1
TypeScript,Assembly,1
CSS,JavaScript,1845
CSS,Java,381
CSS,Python,521
CSS,HTML,1374
CSS,Ruby,396
CSS,PHP,403
CSS,C++,124
CSS,C#,115
CSS,TypeScript,213
CSS,CSS,9102
CSS,Go,129
CSS,C,84
CSS,Shell,250
CSS,Swift,33
CSS,Scala,50
CSS,PowerShell,13
CSS,Jupyter Notebook,30
CSS,Rust,34
CSS,Objective-C,19
CSS,Kotlin,11
CSS,DM,0
CSS,R,21
CSS,Vue,39
CSS,Lua,10
CSS,TeX,31
CSS,Perl,15
CSS,Makefile,48
CSS,Julia,2
CSS,Groovy,19
CSS,Elixir,30
CSS,CoffeeScript,28
CSS,Haskell,8
CSS,Clojure,6
CSS,OCaml,4
CSS,HCL,13
CSS,Matlab,4
CSS,Nix,1
CSS,Vim script,13
CSS,Erlang,1
CSS,Dart,10
CSS,CMake,9
CSS,XSLT,11
CSS,Emacs Lisp,6
CSS,Visual Basic,1
CSS,Arduino,2
CSS,Smarty,7
CSS,Puppet,23
CSS,PLpgSQL,7
CSS,D,7
CSS,Assembly,3
Go,JavaScript,469
Go,Java,204
Go,Python,466
Go,HTML,245
Go,Ruby,214
Go,PHP,89
Go,C++,86
Go,C#,46
Go,TypeScript,83
Go,CSS,129
Go,Go,5719
Go,C,125
Go,Shell,406
Go,Swift,14
Go,Scala,36
Go,PowerShell,6
Go,Jupyter Notebook,6
Go,Rust,39
Go,Objective-C,16
Go,Kotlin,13
Go,DM,0
Go,R,1
Go,Vue,8
Go,Lua,13
Go,TeX,7
Go,Perl,30
Go,Makefile,66
Go,Julia,0
Go,Groovy,33
Go,Elixir,8
Go,CoffeeScript,11
Go,Haskell,8
Go,Clojure,6
Go,OCaml,1
Go,HCL,38
Go,Matlab,0
Go,Nix,3
Go,Vim script,27
Go,Erlang,3
Go,Dart,1
Go,CMake,2
Go,XSLT,5
Go,Emacs Lisp,9
Go,Visual Basic,1
Go,Arduino,0
Go,Smarty,37
Go,Puppet,7
Go,PLpgSQL,3
Go,D,2
Go,Assembly,5
C,JavaScript,297
C,Java,203
C,Python,510
C,HTML,165
C,Ruby,106
C,PHP,81
C,C++,573
C,C#,67
C,TypeScript,23
C,CSS,84
C,Go,125
C,C,6426
C,Shell,288
C,Swift,30
C,Scala,14
C,PowerShell,19
C,Jupyter Notebook,30
C,Rust,45
C,Objective-C,34
C,Kotlin,8
C,DM,1
C,R,14
C,Vue,5
C,Lua,34
C,TeX,28
C,Perl,49
C,Makefile,98
C,Julia,9
C,Groovy,11
C,Elixir,7
C,CoffeeScript,8
C,Haskell,19
C,Clojure,1
C,OCaml,12
C,HCL,2
C,Matlab,4
C,Nix,2
C,Vim script,16
C,Erlang,10
C,Dart,1
C,CMake,25
C,XSLT,6
C,Emacs Lisp,10
C,Visual Basic,0
C,Arduino,13
C,Smarty,1
C,Puppet,2
C,PLpgSQL,6
C,D,3
C,Assembly,25
Shell,JavaScript,724
Shell,Java,525
Shell,Python,1028
Shell,HTML,396
Shell,Ruby,314
Shell,PHP,221
Shell,C++,262
Shell,C#,49
Shell,TypeScript,103
Shell,CSS,250
Shell,Go,406
Shell,C,288
Shell,Shell,6220
Shell,Swift,24
Shell,Scala,68
Shell,PowerShell,20
Shell,Jupyter Notebook,59
Shell,Rust,51
Shell,Objective-C,17
Shell,Kotlin,20
Shell,DM,1
Shell,R,19
Shell,Vue,7
Shell,Lua,28
Shell,TeX,33
Shell,Perl,67
Shell,Makefile,107
Shell,Julia,7
Shell,Groovy,70
Shell,Elixir,19
Shell,CoffeeScript,16
Shell,Haskell,20
Shell,Clojure,10
Shell,OCaml,11
Shell,HCL,48
Shell,Matlab,6
Shell,Nix,4
Shell,Vim script,29
Shell,Erlang,12
Shell,Dart,2
Shell,CMake,21
Shell,XSLT,23
Shell,Emacs Lisp,6
Shell,Visual Basic,4
Shell,Arduino,4
Shell,Smarty,38
Shell,Puppet,26
Shell,PLpgSQL,7
Shell,D,9
Shell,Assembly,7
Swift,JavaScript,128
Swift,Java,94
Swift,Python,42
Swift,HTML,43
Swift,Ruby,61
Swift,PHP,26
Swift,C++,32
Swift,C#,14
Swift,TypeScript,23
Swift,CSS,33
Swift,Go,14
Swift,C,30
Swift,Shell,24
Swift,Swift,2435
Swift,Scala,3
Swift,PowerShell,0
Swift,Jupyter Notebook,7
Swift,Rust,5
Swift,Objective-C,130
Swift,Kotlin,16
Swift,DM,0
Swift,R,0
Swift,Vue,4
Swift,Lua,2
Swift,TeX,3
Swift,Perl,0
Swift,Makefile,6
Swift,Julia,0
Swift,Groovy,2
Swift,Elixir,2
Swift,CoffeeScript,1
Swift,Haskell,3
Swift,Clojure,0
Swift,OCaml,0
Swift,HCL,0
Swift,Matlab,0
Swift,Nix,0
Swift,Vim script,3
Swift,Erlang,1
Swift,Dart,0
Swift,CMake,0
Swift,XSLT,1
Swift,Emacs Lisp,1
Swift,Visual Basic,0
Swift,Arduino,2
Swift,Smarty,0
Swift,Puppet,0
Swift,PLpgSQL,0
Swift,D,0
Swift,Assembly,0
Scala,JavaScript,127
Scala,Java,142
Scala,Python,77
Scala,HTML,75
Scala,Ruby,32
Scala,PHP,7
Scala,C++,20
Scala,C#,10
Scala,TypeScript,29
Scala,CSS,50
Scala,Go,36
Scala,C,14
Scala,Shell,68
Scala,Swift,3
Scala,Scala,1715
Scala,PowerShell,1
Scala,Jupyter Notebook,11
Scala,Rust,4
Scala,Objective-C,0
Scala,Kotlin,6
Scala,DM,0
Scala,R,1
Scala,Vue,3
Scala,Lua,4
Scala,TeX,9
Scala,Perl,0
Scala,Makefile,6
Scala,Julia,0
Scala,Groovy,21
Scala,Elixir,2
Scala,CoffeeScript,0
Scala,Haskell,6
Scala,Clojure,17
Scala,OCaml,0
Scala,HCL,3
Scala,Matlab,0
Scala,Nix,1
Scala,Vim script,0
Scala,Erlang,2
Scala,Dart,1
Scala,CMake,0
Scala,XSLT,8
Scala,Emacs Lisp,3
Scala,Visual Basic,0
Scala,Arduino,0
Scala,Smarty,5
Scala,Puppet,1
Scala,PLpgSQL,2
Scala,D,0
Scala,Assembly,2
PowerShell,JavaScript,50
PowerShell,Java,7
PowerShell,Python,29
PowerShell,HTML,15
PowerShell,Ruby,18
PowerShell,PHP,4
PowerShell,C++,8
PowerShell,C#,74
PowerShell,TypeScript,18
PowerShell,CSS,13
PowerShell,Go,6
PowerShell,C,19
PowerShell,Shell,20
PowerShell,Swift,0
PowerShell,Scala,1
PowerShell,PowerShell,812
PowerShell,Jupyter Notebook,1
PowerShell,Rust,3
PowerShell,Objective-C,1
PowerShell,Kotlin,0
PowerShell,DM,0
PowerShell,R,0
PowerShell,Vue,0
PowerShell,Lua,2
PowerShell,TeX,0
PowerShell,Perl,1
PowerShell,Makefile,1
PowerShell,Julia,0
PowerShell,Groovy,3
PowerShell,Elixir,1
PowerShell,CoffeeScript,1
PowerShell,Haskell,0
PowerShell,Clojure,0
PowerShell,OCaml,0
PowerShell,HCL,1
PowerShell,Matlab,0
PowerShell,Nix,1
PowerShell,Vim script,1
PowerShell,Erlang,0
PowerShell,Dart,0
PowerShell,CMake,1
PowerShell,XSLT,0
PowerShell,Emacs Lisp,0
PowerShell,Visual Basic,3
PowerShell,Arduino,0
PowerShell,Smarty,0
PowerShell,Puppet,2
PowerShell,PLpgSQL,0
PowerShell,D,0
PowerShell,Assembly,0
Jupyter Notebook,JavaScript,65
Jupyter Notebook,Java,45
Jupyter Notebook,Python,401
Jupyter Notebook,HTML,91
Jupyter Notebook,Ruby,12
Jupyter Notebook,PHP,4
Jupyter Notebook,C++,54
Jupyter Notebook,C#,12
Jupyter Notebook,TypeScript,10
Jupyter Notebook,CSS,30
Jupyter Notebook,Go,6
Jupyter Notebook,C,30
Jupyter Notebook,Shell,59
Jupyter Notebook,Swift,7
Jupyter Notebook,Scala,11
Jupyter Notebook,PowerShell,1
Jupyter Notebook,Jupyter Notebook,2009
Jupyter Notebook,Rust,4
Jupyter Notebook,Objective-C,5
Jupyter Notebook,Kotlin,0
Jupyter Notebook,DM,0
Jupyter Notebook,R,20
Jupyter Notebook,Vue,2
Jupyter Notebook,Lua,2
Jupyter Notebook,TeX,31
Jupyter Notebook,Perl,2
Jupyter Notebook,Makefile,6
Jupyter Notebook,Julia,10
Jupyter Notebook,Groovy,1
Jupyter Notebook,Elixir,0
Jupyter Notebook,CoffeeScript,2
Jupyter Notebook,Haskell,4
Jupyter Notebook,Clojure,0
Jupyter Notebook,OCaml,1
Jupyter Notebook,HCL,2
Jupyter Notebook,Matlab,14
Jupyter Notebook,Nix,1
Jupyter Notebook,Vim script,0
Jupyter Notebook,Erlang,0
Jupyter Notebook,Dart,0
Jupyter Notebook,CMake,8
Jupyter Notebook,XSLT,2
Jupyter Notebook,Emacs Lisp,1
Jupyter Notebook,Visual Basic,0
Jupyter Notebook,Arduino,2
Jupyter Notebook,Smarty,0
Jupyter Notebook,Puppet,0
Jupyter Notebook,PLpgSQL,1
Jupyter Notebook,D,0
Jupyter Notebook,Assembly,0
Rust,JavaScript,78
Rust,Java,17
Rust,Python,78
Rust,HTML,41
Rust,Ruby,37
Rust,PHP,9
Rust,C++,34
Rust,C#,10
Rust,TypeScript,12
Rust,CSS,34
Rust,Go,39
Rust,C,45
Rust,Shell,51
Rust,Swift,5
Rust,Scala,4
Rust,PowerShell,3
Rust,Jupyter Notebook,4
Rust,Rust,1022
Rust,Objective-C,4
Rust,Kotlin,5
Rust,DM,0
Rust,R,1
Rust,Vue,1
Rust,Lua,7
Rust,TeX,5
Rust,Perl,4
Rust,Makefile,7
Rust,Julia,0
Rust,Groovy,4
Rust,Elixir,4
Rust,CoffeeScript,3
Rust,Haskell,5
Rust,Clojure,4
Rust,OCaml,3
Rust,HCL,0
Rust,Matlab,0
Rust,Nix,6
Rust,Vim script,2
Rust,Erlang,2
Rust,Dart,1
Rust,CMake,1
Rust,XSLT,3
Rust,Emacs Lisp,4
Rust,Visual Basic,0
Rust,Arduino,1
Rust,Smarty,0
Rust,Puppet,1
Rust,PLpgSQL,0
Rust,D,0
Rust,Assembly,4
Objective-C,JavaScript,237
Objective-C,Java,152
Objective-C,Python,37
Objective-C,HTML,44
Objective-C,Ruby,44
Objective-C,PHP,21
Objective-C,C++,38
Objective-C,C#,32
Objective-C,TypeScript,27
Objective-C,CSS,19
Objective-C,Go,16
Objective-C,C,34
Objective-C,Shell,17
Objective-C,Swift,130
Objective-C,Scala,0
Objective-C,PowerShell,1
Objective-C,Jupyter Notebook,5
Objective-C,Rust,4
Objective-C,Objective-C,1635
Objective-C,Kotlin,7
Objective-C,DM,0
Objective-C,R,0
Objective-C,Vue,4
Objective-C,Lua,3
Objective-C,TeX,1
Objective-C,Perl,0
Objective-C,Makefile,1
Objective-C,Julia,1
Objective-C,Groovy,1
Objective-C,Elixir,2
Objective-C,CoffeeScript,3
Objective-C,Haskell,1
Objective-C,Clojure,3
Objective-C,OCaml,2
Objective-C,HCL,0
Objective-C,Matlab,2
Objective-C,Nix,0
Objective-C,Vim script,1
Objective-C,Erlang,1
Objective-C,Dart,2
Objective-C,CMake,1
Objective-C,XSLT,0
Objective-C,Emacs Lisp,1
Objective-C,Visual Basic,0
Objective-C,Arduino,1
Objective-C,Smarty,0
Objective-C,Puppet,0
Objective-C,PLpgSQL,0
Objective-C,D,0
Objective-C,Assembly,0
Kotlin,JavaScript,49
Kotlin,Java,186
Kotlin,Python,25
Kotlin,HTML,22
Kotlin,Ruby,13
Kotlin,PHP,7
Kotlin,C++,19
Kotlin,C#,8
Kotlin,TypeScript,15
Kotlin,CSS,11
Kotlin,Go,13
Kotlin,C,8
Kotlin,Shell,20
Kotlin,Swift,16
Kotlin,Scala,6
Kotlin,PowerShell,0
Kotlin,Jupyter Notebook,0
Kotlin,Rust,5
Kotlin,Objective-C,7
Kotlin,Kotlin,984
Kotlin,DM,0
Kotlin,R,1
Kotlin,Vue,0
Kotlin,Lua,1
Kotlin,TeX,1
Kotlin,Perl,0
Kotlin,Makefile,2
Kotlin,Julia,0
Kotlin,Groovy,14
Kotlin,Elixir,2
Kotlin,CoffeeScript,1
Kotlin,Haskell,0
Kotlin,Clojure,0
Kotlin,OCaml,1
Kotlin,HCL,0
Kotlin,Matlab,0
Kotlin,Nix,0
Kotlin,Vim script,0
Kotlin,Erlang,1
Kotlin,Dart,0
Kotlin,CMake,0
Kotlin,XSLT,2
Kotlin,Emacs Lisp,0
Kotlin,Visual Basic,0
Kotlin,Arduino,0
Kotlin,Smarty,0
Kotlin,Puppet,0
Kotlin,PLpgSQL,3
Kotlin,D,1
Kotlin,Assembly,1
DM,JavaScript,6
DM,Java,1
DM,Python,6
DM,HTML,1
DM,Ruby,0
DM,PHP,0
DM,C++,2
DM,C#,3
DM,TypeScript,0
DM,CSS,0
DM,Go,0
DM,C,1
DM,Shell,1
DM,Swift,0
DM,Scala,0
DM,PowerShell,0
DM,Jupyter Notebook,0
DM,Rust,0
DM,Objective-C,0
DM,Kotlin,0
DM,DM,247
DM,R,0
DM,Vue,0
DM,Lua,0
DM,TeX,0
DM,Perl,0
DM,Makefile,0
DM,Julia,0
DM,Groovy,0
DM,Elixir,0
DM,CoffeeScript,0
DM,Haskell,0
DM,Clojure,0
DM,OCaml,0
DM,HCL,0
DM,Matlab,0
DM,Nix,0
DM,Vim script,0
DM,Erlang,0
DM,Dart,0
DM,CMake,0
DM,XSLT,0
DM,Emacs Lisp,0
DM,Visual Basic,0
DM,Arduino,0
DM,Smarty,0
DM,Puppet,0
DM,PLpgSQL,0
DM,D,0
DM,Assembly,0
R,JavaScript,35
R,Java,17
R,Python,53
R,HTML,79
R,Ruby,12
R,PHP,6
R,C++,20
R,C#,1
R,TypeScript,2
R,CSS,21
R,Go,1
R,C,14
R,Shell,19
R,Swift,0
R,Scala,1
R,PowerShell,0
R,Jupyter Notebook,20
R,Rust,1
R,Objective-C,0
R,Kotlin,1
R,DM,0
R,R,1144
R,Vue,0
R,Lua,0
R,TeX,22
R,Perl,1
R,Makefile,2
R,Julia,3
R,Groovy,0
R,Elixir,0
R,CoffeeScript,1
R,Haskell,0
R,Clojure,0
R,OCaml,3
R,HCL,1
R,Matlab,3
R,Nix,0
R,Vim script,0
R,Erlang,0
R,Dart,0
R,CMake,1
R,XSLT,1
R,Emacs Lisp,3
R,Visual Basic,0
R,Arduino,0
R,Smarty,0
R,Puppet,0
R,PLpgSQL,1
R,D,0
R,Assembly,1
Vue,JavaScript,210
Vue,Java,13
Vue,Python,33
Vue,HTML,45
Vue,Ruby,19
Vue,PHP,31
Vue,C++,12
Vue,C#,4
Vue,TypeScript,12
Vue,CSS,39
Vue,Go,8
Vue,C,5
Vue,Shell,7
Vue,Swift,4
Vue,Scala,3
Vue,PowerShell,0
Vue,Jupyter Notebook,2
Vue,Rust,1
Vue,Objective-C,4
Vue,Kotlin,0
Vue,DM,0
Vue,R,0
Vue,Vue,698
Vue,Lua,1
Vue,TeX,0
Vue,Perl,0
Vue,Makefile,1
Vue,Julia,0
Vue,Groovy,0
Vue,Elixir,1
Vue,CoffeeScript,1
Vue,Haskell,0
Vue,Clojure,0
Vue,OCaml,0
Vue,HCL,0
Vue,Matlab,0
Vue,Nix,0
Vue,Vim script,2
Vue,Erlang,0
Vue,Dart,1
Vue,CMake,0
Vue,XSLT,0
Vue,Emacs Lisp,0
Vue,Visual Basic,0
Vue,Arduino,0
Vue,Smarty,0
Vue,Puppet,1
Vue,PLpgSQL,1
Vue,D,0
Vue,Assembly,2
Lua,JavaScript,49
Lua,Java,12
Lua,Python,49
Lua,HTML,14
Lua,Ruby,13
Lua,PHP,11
Lua,C++,46
Lua,C#,10
Lua,TypeScript,4
Lua,CSS,10
Lua,Go,13
Lua,C,34
Lua,Shell,28
Lua,Swift,2
Lua,Scala,4
Lua,PowerShell,2
Lua,Jupyter Notebook,2
Lua,Rust,7
Lua,Objective-C,3
Lua,Kotlin,1
Lua,DM,0
Lua,R,0
Lua,Vue,1
Lua,Lua,737
Lua,TeX,2
Lua,Perl,7
Lua,Makefile,8
Lua,Julia,0
Lua,Groovy,1
Lua,Elixir,1
Lua,CoffeeScript,2
Lua,Haskell,0
Lua,Clojure,0
Lua,OCaml,0
Lua,HCL,0
Lua,Matlab,1
Lua,Nix,1
Lua,Vim script,3
Lua,Erlang,0
Lua,Dart,0
Lua,CMake,0
Lua,XSLT,1
Lua,Emacs Lisp,0
Lua,Visual Basic,0
Lua,Arduino,0
Lua,Smarty,0
Lua,Puppet,0
Lua,PLpgSQL,1
Lua,D,0
Lua,Assembly,0
TeX,JavaScript,41
TeX,Java,36
TeX,Python,86
TeX,HTML,48
TeX,Ruby,11
TeX,PHP,9
TeX,C++,42
TeX,C#,11
TeX,TypeScript,5
TeX,CSS,31
TeX,Go,7
TeX,C,28
TeX,Shell,33
TeX,Swift,3
TeX,Scala,9
TeX,PowerShell,0
TeX,Jupyter Notebook,31
TeX,Rust,5
TeX,Objective-C,1
TeX,Kotlin,1
TeX,DM,0
TeX,R,22
TeX,Vue,0
TeX,Lua,2
TeX,TeX,836
TeX,Perl,2
TeX,Makefile,9
TeX,Julia,2
TeX,Groovy,1
TeX,Elixir,0
TeX,CoffeeScript,1
TeX,Haskell,5
TeX,Clojure,1
TeX,OCaml,4
TeX,HCL,0
TeX,Matlab,4
TeX,Nix,2
TeX,Vim script,2
TeX,Erlang,2
TeX,Dart,0
TeX,CMake,4
TeX,XSLT,2
TeX,Emacs Lisp,4
TeX,Visual Basic,0
TeX,Arduino,2
TeX,Smarty,0
TeX,Puppet,0
TeX,PLpgSQL,0
TeX,D,0
TeX,Assembly,3
Perl,JavaScript,55
Perl,Java,32
Perl,Python,82
Perl,HTML,33
Perl,Ruby,35
Perl,PHP,23
Perl,C++,28
Perl,C#,5
Perl,TypeScript,1
Perl,CSS,15
Perl,Go,30
Perl,C,49
Perl,Shell,67
Perl,Swift,0
Perl,Scala,0
Perl,PowerShell,1
Perl,Jupyter Notebook,2
Perl,Rust,4
Perl,Objective-C,0
Perl,Kotlin,0
