language1,language2,common_actors
Swift,HCL,0
Swift,OCaml,0
Swift,XSLT,2
Swift,Matlab,0
Swift,CMake,1
Swift,Dart,0
Swift,Nix,0
Swift,Emacs Lisp,2
Swift,Arduino,0
Swift,Puppet,0
Swift,Erlang,0
Swift,Smarty,0
Swift,PLpgSQL,0
Swift,Visual Basic,0
Swift,F#,0
Swift,Batchfile,1
Scala,JavaScript,122
Scala,Python,82
Scala,Java,141
Scala,HTML,77
Scala,Ruby,36
Scala,PHP,8
Scala,C++,20
Scala,C#,9
Scala,CSS,50
Scala,Go,29
Scala,TypeScript,23
Scala,C,17
Scala,Shell,67
Scala,Swift,5
Scala,Scala,1727
Scala,PowerShell,3
Scala,Rust,11
Scala,Jupyter Notebook,17
Scala,Objective-C,4
Scala,DM,0
Scala,Kotlin,10
Scala,R,2
Scala,Elixir,1
Scala,Perl,4
Scala,Lua,3
Scala,Makefile,9
Scala,Vue,2
Scala,Groovy,21
Scala,TeX,11
Scala,Haskell,11
Scala,CoffeeScript,3
Scala,Clojure,9
Scala,Julia,1
Scala,Vim script,5
Scala,HCL,6
Scala,OCaml,1
Scala,XSLT,8
Scala,Matlab,2
Scala,CMake,0
Scala,Dart,2
Scala,Nix,1
Scala,Emacs Lisp,2
Scala,Arduino,0
Scala,Puppet,1
Scala,Erlang,4
Scala,Smarty,5
Scala,PLpgSQL,1
Scala,Visual Basic,1
Scala,F#,4
Scala,Batchfile,0
PowerShell,JavaScript,47
PowerShell,Python,39
PowerShell,Java,11
PowerShell,HTML,24
PowerShell,Ruby,16
PowerShell,PHP,13
PowerShell,C++,17
PowerShell,C#,84
PowerShell,CSS,13
PowerShell,Go,9
PowerShell,TypeScript,18
PowerShell,C,10
PowerShell,Shell,29
PowerShell,Swift,1
PowerShell,Scala,3
PowerShell,PowerShell,818
PowerShell,Rust,1
PowerShell,Jupyter Notebook,1
PowerShell,Objective-C,0
PowerShell,DM,0
PowerShell,Kotlin,0
PowerShell,R,1
PowerShell,Elixir,2
PowerShell,Perl,2
PowerShell,Lua,1
PowerShell,Makefile,0
PowerShell,Vue,0
PowerShell,Groovy,2
PowerShell,TeX,0
PowerShell,Haskell,1
PowerShell,CoffeeScript,1
PowerShell,Clojure,0
PowerShell,Julia,1
PowerShell,Vim script,2
PowerShell,HCL,2
PowerShell,OCaml,0
PowerShell,XSLT,0
PowerShell,Matlab,0
PowerShell,CMake,1
PowerShell,Dart,2
PowerShell,Nix,0
PowerShell,Emacs Lisp,0
PowerShell,Arduino,0
PowerShell,Puppet,0
PowerShell,Erlang,1
PowerShell,Smarty,0
PowerShell,PLpgSQL,1
PowerShell,Visual Basic,1
PowerShell,F#,1
PowerShell,Batchfile,6
Rust,JavaScript,112
Rust,Python,87
Rust,Java,21
Rust,HTML,57
Rust,Ruby,49
Rust,PHP,9
Rust,C++,41
Rust,C#,12
Rust,CSS,39
Rust,Go,39
Rust,TypeScript,22
Rust,C,47
Rust,Shell,45
Rust,Swift,7
Rust,Scala,11
Rust,PowerShell,1
Rust,Rust,1091
Rust,Jupyter Notebook,4
Rust,Objective-C,6
Rust,DM,0
Rust,Kotlin,9
Rust,R,0
Rust,Elixir,6
Rust,Perl,3
Rust,Lua,4
Rust,Makefile,10
Rust,Vue,3
Rust,Groovy,2
Rust,TeX,2
Rust,Haskell,7
Rust,CoffeeScript,6
Rust,Clojure,5
Rust,Julia,3
Rust,Vim script,6
Rust,HCL,1
Rust,OCaml,4
Rust,XSLT,1
Rust,Matlab,1
Rust,CMake,0
Rust,Dart,2
Rust,Nix,7
Rust,Emacs Lisp,7
Rust,Arduino,1
Rust,Puppet,0
Rust,Erlang,4
Rust,Smarty,0
Rust,PLpgSQL,0
Rust,Visual Basic,1
Rust,F#,1
Rust,Batchfile,0
Jupyter Notebook,JavaScript,100
Jupyter Notebook,Python,443
Jupyter Notebook,Java,48
Jupyter Notebook,HTML,110
Jupyter Notebook,Ruby,13
Jupyter Notebook,PHP,10
Jupyter Notebook,C++,65
Jupyter Notebook,C#,12
Jupyter Notebook,CSS,46
Jupyter Notebook,Go,9
Jupyter Notebook,TypeScript,14
Jupyter Notebook,C,39
Jupyter Notebook,Shell,62
Jupyter Notebook,Swift,5
Jupyter Notebook,Scala,17
Jupyter Notebook,PowerShell,1
Jupyter Notebook,Rust,4
Jupyter Notebook,Jupyter Notebook,2081
Jupyter Notebook,Objective-C,4
Jupyter Notebook,DM,0
Jupyter Notebook,Kotlin,1
Jupyter Notebook,R,25
Jupyter Notebook,Elixir,1
Jupyter Notebook,Perl,5
Jupyter Notebook,Lua,3
Jupyter Notebook,Makefile,6
Jupyter Notebook,Vue,1
Jupyter Notebook,Groovy,2
Jupyter Notebook,TeX,21
Jupyter Notebook,Haskell,5
Jupyter Notebook,CoffeeScript,1
Jupyter Notebook,Clojure,0
Jupyter Notebook,Julia,14
Jupyter Notebook,Vim script,1
Jupyter Notebook,HCL,1
Jupyter Notebook,OCaml,2
Jupyter Notebook,XSLT,1
Jupyter Notebook,Matlab,16
Jupyter Notebook,CMake,11
Jupyter Notebook,Dart,0
Jupyter Notebook,Nix,1
Jupyter Notebook,Emacs Lisp,1
Jupyter Notebook,Arduino,2
Jupyter Notebook,Puppet,0
Jupyter Notebook,Erlang,1
Jupyter Notebook,Smarty,2
Jupyter Notebook,PLpgSQL,3
Jupyter Notebook,Visual Basic,0
Jupyter Notebook,F#,0
Jupyter Notebook,Batchfile,0
Objective-C,JavaScript,201
Objective-C,Python,45
Objective-C,Java,156
Objective-C,HTML,48
Objective-C,Ruby,56
Objective-C,PHP,29
Objective-C,C++,28
Objective-C,C#,33
Objective-C,CSS,35
Objective-C,Go,18
Objective-C,TypeScript,34
Objective-C,C,23
Objective-C,Shell,23
Objective-C,Swift,167
Objective-C,Scala,4
Objective-C,PowerShell,0
Objective-C,Rust,6
Objective-C,Jupyter Notebook,4
Objective-C,Objective-C,1645
Objective-C,DM,0
Objective-C,Kotlin,5
Objective-C,R,1
Objective-C,Elixir,3
Objective-C,Perl,2
Objective-C,Lua,3
Objective-C,Makefile,3
Objective-C,Vue,1
Objective-C,Groovy,2
Objective-C,TeX,0
Objective-C,Haskell,1
Objective-C,CoffeeScript,4
Objective-C,Clojure,0
Objective-C,Julia,0
Objective-C,Vim script,2
Objective-C,HCL,1
Objective-C,OCaml,1
Objective-C,XSLT,3
Objective-C,Matlab,1
Objective-C,CMake,2
Objective-C,Dart,0
Objective-C,Nix,0
Objective-C,Emacs Lisp,2
Objective-C,Arduino,0
Objective-C,Puppet,0
Objective-C,Erlang,1
Objective-C,Smarty,0
Objective-C,PLpgSQL,0
Objective-C,Visual Basic,0
Objective-C,F#,0
Objective-C,Batchfile,0
DM,JavaScript,4
DM,Python,3
DM,Java,2
DM,HTML,1
DM,Ruby,0
DM,PHP,0
DM,C++,2
DM,C#,3
DM,CSS,2
DM,Go,1
DM,TypeScript,0
DM,C,1
DM,Shell,2
DM,Swift,0
DM,Scala,0
DM,PowerShell,0
DM,Rust,0
DM,Jupyter Notebook,0
DM,Objective-C,0
DM,DM,240
DM,Kotlin,0
DM,R,0
DM,Elixir,0
DM,Perl,0
DM,Lua,1
DM,Makefile,0
DM,Vue,0
DM,Groovy,0
DM,TeX,0
DM,Haskell,0
DM,CoffeeScript,0
DM,Clojure,0
DM,Julia,0
DM,Vim script,0
DM,HCL,0
DM,OCaml,0
DM,XSLT,0
DM,Matlab,0
DM,CMake,0
DM,Dart,0
DM,Nix,0
DM,Emacs Lisp,0
DM,Arduino,0
DM,Puppet,0
DM,Erlang,0
DM,Smarty,0
DM,PLpgSQL,0
DM,Visual Basic,0
DM,F#,0
DM,Batchfile,0
Kotlin,JavaScript,49
Kotlin,Python,25
Kotlin,Java,179
Kotlin,HTML,24
Kotlin,Ruby,21
Kotlin,PHP,5
Kotlin,C++,13
Kotlin,C#,12
Kotlin,CSS,22
Kotlin,Go,13
Kotlin,TypeScript,15
Kotlin,C,9
Kotlin,Shell,29
Kotlin,Swift,13
Kotlin,Scala,10
Kotlin,PowerShell,0
Kotlin,Rust,9
Kotlin,Jupyter Notebook,1
Kotlin,Objective-C,5
Kotlin,DM,0
Kotlin,Kotlin,883
Kotlin,R,1
Kotlin,Elixir,2
Kotlin,Perl,1
Kotlin,Lua,1
Kotlin,Makefile,0
Kotlin,Vue,1
Kotlin,Groovy,10
Kotlin,TeX,0
Kotlin,Haskell,2
Kotlin,CoffeeScript,0
Kotlin,Clojure,1
Kotlin,Julia,0
Kotlin,Vim script,0
Kotlin,HCL,1
Kotlin,OCaml,0
Kotlin,XSLT,1
Kotlin,Matlab,1
Kotlin,CMake,2
Kotlin,Dart,1
Kotlin,Nix,1
Kotlin,Emacs Lisp,1
Kotlin,Arduino,0
Kotlin,Puppet,0
Kotlin,Erlang,1
Kotlin,Smarty,0
Kotlin,PLpgSQL,2
Kotlin,Visual Basic,1
Kotlin,F#,0
Kotlin,Batchfile,0
R,JavaScript,45
R,Python,47
R,Java,23
R,HTML,100
R,Ruby,11
R,PHP,5
R,C++,30
R,C#,4
R,CSS,19
R,Go,0
R,TypeScript,3
R,C,11
R,Shell,30
R,Swift,1
R,Scala,2
R,PowerShell,1
R,Rust,0
R,Jupyter Notebook,25
R,Objective-C,1
R,DM,0
R,Kotlin,1
R,R,1142
R,Elixir,1
R,Perl,2
R,Lua,0
R,Makefile,1
R,Vue,2
R,Groovy,3
R,TeX,19
R,Haskell,0
R,CoffeeScript,0
R,Clojure,0
R,Julia,2
R,Vim script,1
R,HCL,2
R,OCaml,0
R,XSLT,0
R,Matlab,0
R,CMake,0
R,Dart,0
R,Nix,0
R,Emacs Lisp,2
R,Arduino,0
R,Puppet,1
R,Erlang,0
R,Smarty,1
R,PLpgSQL,1
R,Visual Basic,0
R,F#,0
R,Batchfile,0
Elixir,JavaScript,87
Elixir,Python,23
Elixir,Java,4
Elixir,HTML,33
Elixir,Ruby,58
Elixir,PHP,13
Elixir,C++,4
Elixir,C#,6
Elixir,CSS,34
Elixir,Go,13
Elixir,TypeScript,16
Elixir,C,8
Elixir,Shell,18
Elixir,Swift,7
Elixir,Scala,1
Elixir,PowerShell,2
Elixir,Rust,6
Elixir,Jupyter Notebook,1
Elixir,Objective-C,3
Elixir,DM,0
Elixir,Kotlin,2
Elixir,R,1
Elixir,Elixir,673
Elixir,Perl,3
Elixir,Lua,2
Elixir,Makefile,1
Elixir,Vue,1
Elixir,Groovy,0
Elixir,TeX,0
Elixir,Haskell,1
Elixir,CoffeeScript,3
Elixir,Clojure,5
Elixir,Julia,0
Elixir,Vim script,7
Elixir,HCL,0
Elixir,OCaml,1
Elixir,XSLT,0
Elixir,Matlab,0
Elixir,CMake,0
Elixir,Dart,0
Elixir,Nix,0
Elixir,Emacs Lisp,0
Elixir,Arduino,1
Elixir,Puppet,1
Elixir,Erlang,10
Elixir,Smarty,0
Elixir,PLpgSQL,0
Elixir,Visual Basic,0
Elixir,F#,0
Elixir,Batchfile,1
Perl,JavaScript,57
Perl,Python,79
Perl,Java,36
Perl,HTML,45
Perl,Ruby,35
Perl,PHP,33
Perl,C++,25
Perl,C#,14
Perl,CSS,18
Perl,Go,19
Perl,TypeScript,1
Perl,C,59
Perl,Shell,62
Perl,Swift,2
Perl,Scala,4
Perl,PowerShell,2
Perl,Rust,3
Perl,Jupyter Notebook,5
Perl,Objective-C,2
Perl,DM,0
Perl,Kotlin,1
Perl,R,2
Perl,Elixir,3
Perl,Perl,795
Perl,Lua,1
Perl,Makefile,15
Perl,Vue,0
Perl,Groovy,2
Perl,TeX,2
Perl,Haskell,6
Perl,CoffeeScript,2
Perl,Clojure,2
Perl,Julia,1
Perl,Vim script,8
Perl,HCL,0
Perl,OCaml,0
Perl,XSLT,3
Perl,Matlab,0
Perl,CMake,1
Perl,Dart,1
Perl,Nix,2
Perl,Emacs Lisp,4
Perl,Arduino,0
Perl,Puppet,4
Perl,Erlang,2
Perl,Smarty,2
Perl,PLpgSQL,3
Perl,Visual Basic,1
Perl,F#,0
Perl,Batchfile,0
Lua,JavaScript,41
Lua,Python,44
Lua,Java,15
Lua,HTML,15
Lua,Ruby,6
Lua,PHP,10
Lua,C++,53
Lua,C#,9
Lua,CSS,13
Lua,Go,16
Lua,TypeScript,3
Lua,C,35
Lua,Shell,28
Lua,Swift,0
Lua,Scala,3
Lua,PowerShell,1
Lua,Rust,4
Lua,Jupyter Notebook,3
Lua,Objective-C,3
Lua,DM,1
Lua,Kotlin,1
Lua,R,0
Lua,Elixir,2
Lua,Perl,1
Lua,Lua,761
Lua,Makefile,4
Lua,Vue,0
Lua,Groovy,1
Lua,TeX,1
Lua,Haskell,1
Lua,CoffeeScript,0
Lua,Clojure,0
Lua,Julia,0
Lua,Vim script,1
Lua,HCL,0
Lua,OCaml,1
Lua,XSLT,0
Lua,Matlab,0
Lua,CMake,3
Lua,Dart,0
Lua,Nix,1
Lua,Emacs Lisp,1
Lua,Arduino,1
Lua,Puppet,0
Lua,Erlang,0
Lua,Smarty,2
Lua,PLpgSQL,1
Lua,Visual Basic,0
Lua,F#,0
Lua,Batchfile,0
Makefile,JavaScript,97
Makefile,Python,143
Makefile,Java,76
Makefile,HTML,59
Makefile,Ruby,46
Makefile,PHP,31
Makefile,C++,104
Makefile,C#,9
Makefile,CSS,53
Makefile,Go,75
