language1,language2,common_actors
Java,C,178
Java,Shell,414
Java,Scala,111
Java,Swift,82
Java,PowerShell,5
Java,Rust,18
Java,Objective-C,146
Java,Jupyter Notebook,28
Java,DM,1
Java,R,15
Java,Lua,9
Java,Kotlin,125
Java,Perl,28
Java,Vue,9
Java,Groovy,107
Java,Makefile,59
Java,Elixir,9
Java,Julia,0
Java,CoffeeScript,13
Java,Haskell,6
Java,TeX,25
Java,Clojure,24
Java,HCL,12
Java,Nix,0
Java,OCaml,3
Java,XSLT,47
Java,Vim script,3
Java,Matlab,10
Java,CMake,5
Java,Smarty,10
Java,Dart,8
Java,Puppet,5
Java,Erlang,7
Java,Fortran,2
Java,PLpgSQL,11
Java,Emacs Lisp,4
Java,Visual Basic,4
Java,Arduino,6
Java,F#,0
HTML,JavaScript,2766
HTML,Python,980
HTML,Java,598
HTML,HTML,16300
HTML,Ruby,587
HTML,PHP,501
HTML,C++,206
HTML,Go,217
HTML,CSS,1262
HTML,C#,155
HTML,TypeScript,274
HTML,C,157
HTML,Shell,388
HTML,Scala,71
HTML,Swift,37
HTML,PowerShell,7
HTML,Rust,50
HTML,Objective-C,48
HTML,Jupyter Notebook,84
HTML,DM,1
HTML,R,88
HTML,Lua,16
HTML,Kotlin,16
HTML,Perl,26
HTML,Vue,29
HTML,Groovy,24
HTML,Makefile,49
HTML,Elixir,28
HTML,Julia,8
HTML,CoffeeScript,37
HTML,Haskell,18
HTML,TeX,37
HTML,Clojure,9
HTML,HCL,23
HTML,Nix,0
HTML,OCaml,9
HTML,XSLT,30
HTML,Vim script,9
HTML,Matlab,9
HTML,CMake,16
HTML,Smarty,12
HTML,Dart,8
HTML,Puppet,29
HTML,Erlang,4
HTML,Fortran,5
HTML,PLpgSQL,9
HTML,Emacs Lisp,6
HTML,Visual Basic,4
HTML,Arduino,6
HTML,F#,4
Ruby,JavaScript,948
Ruby,Python,354
Ruby,Java,200
Ruby,HTML,587
Ruby,Ruby,9098
Ruby,PHP,143
Ruby,C++,69
Ruby,Go,167
Ruby,CSS,322
Ruby,C#,43
Ruby,TypeScript,70
Ruby,C,92
Ruby,Shell,331
Ruby,Scala,26
Ruby,Swift,54
Ruby,PowerShell,12
Ruby,Rust,24
Ruby,Objective-C,60
Ruby,Jupyter Notebook,10
Ruby,DM,0
Ruby,R,11
Ruby,Lua,11
Ruby,Kotlin,5
Ruby,Perl,21
Ruby,Vue,8
Ruby,Groovy,24
Ruby,Makefile,46
Ruby,Elixir,46
Ruby,Julia,0
Ruby,CoffeeScript,41
Ruby,Haskell,6
Ruby,TeX,6
Ruby,Clojure,24
Ruby,HCL,38
Ruby,Nix,1
Ruby,OCaml,5
Ruby,XSLT,18
Ruby,Vim script,25
Ruby,Matlab,2
Ruby,CMake,6
Ruby,Smarty,3
Ruby,Dart,3
Ruby,Puppet,81
Ruby,Erlang,7
Ruby,Fortran,1
Ruby,PLpgSQL,5
Ruby,Emacs Lisp,12
Ruby,Visual Basic,1
Ruby,Arduino,1
Ruby,F#,3
PHP,JavaScript,910
PHP,Python,246
PHP,Java,176
PHP,HTML,501
PHP,Ruby,143
PHP,PHP,10248
PHP,C++,67
PHP,Go,72
PHP,CSS,377
PHP,C#,77
PHP,TypeScript,70
PHP,C,64
PHP,Shell,196
PHP,Scala,7
PHP,Swift,18
PHP,PowerShell,8
PHP,Rust,9
PHP,Objective-C,14
PHP,Jupyter Notebook,3
PHP,DM,0
PHP,R,4
PHP,Lua,6
PHP,Kotlin,4
PHP,Perl,23
PHP,Vue,24
PHP,Groovy,3
PHP,Makefile,28
PHP,Elixir,8
PHP,Julia,0
PHP,CoffeeScript,17
PHP,Haskell,3
PHP,TeX,4
PHP,Clojure,2
PHP,HCL,2
PHP,Nix,0
PHP,OCaml,0
PHP,XSLT,18
PHP,Vim script,5
PHP,Matlab,0
PHP,CMake,3
PHP,Smarty,11
PHP,Dart,2
PHP,Puppet,5
PHP,Erlang,4
PHP,Fortran,1
PHP,PLpgSQL,3
PHP,Emacs Lisp,6
PHP,Visual Basic,4
PHP,Arduino,1
PHP,F#,0
C++,JavaScript,330
C++,Python,613
C++,Java,209
C++,HTML,206
C++,Ruby,69
C++,PHP,67
C++,C++,8443
C++,Go,88
C++,CSS,101
C++,C#,94
C++,TypeScript,38
C++,C,516
C++,Shell,233
C++,Scala,16
C++,Swift,29
C++,PowerShell,10
C++,Rust,30
C++,Objective-C,27
C++,Jupyter Notebook,49
C++,DM,1
C++,R,28
C++,Lua,35
C++,Kotlin,8
C++,Perl,21
C++,Vue,6
C++,Groovy,7
C++,Makefile,93
C++,Elixir,1
C++,Julia,7
C++,CoffeeScript,9
C++,Haskell,4
C++,TeX,45
C++,Clojure,8
C++,HCL,1
C++,Nix,6
C++,OCaml,4
C++,XSLT,15
C++,Vim script,4
C++,Matlab,8
C++,CMake,90
C++,Smarty,1
C++,Dart,15
C++,Puppet,3
C++,Erlang,7
C++,Fortran,9
C++,PLpgSQL,8
C++,Emacs Lisp,7
C++,Visual Basic,4
C++,Arduino,16
C++,F#,1
Go,JavaScript,424
Go,Python,365
Go,Java,161
Go,HTML,217
Go,Ruby,167
Go,PHP,72
Go,C++,88
Go,Go,5070
Go,CSS,111
Go,C#,31
Go,TypeScript,44
Go,C,119
Go,Shell,367
Go,Scala,21
Go,Swift,15
Go,PowerShell,7
Go,Rust,44
Go,Objective-C,19
Go,Jupyter Notebook,7
Go,DM,0
Go,R,0
Go,Lua,10
Go,Kotlin,7
Go,Perl,20
Go,Vue,7
Go,Groovy,36
Go,Makefile,59
Go,Elixir,12
Go,Julia,0
Go,CoffeeScript,12
Go,Haskell,10
Go,TeX,12
Go,Clojure,6
Go,HCL,38
Go,Nix,2
Go,OCaml,2
Go,XSLT,5
Go,Vim script,21
Go,Matlab,0
Go,CMake,1
Go,Smarty,27
Go,Dart,3
Go,Puppet,6
Go,Erlang,3
Go,Fortran,0
Go,PLpgSQL,1
Go,Emacs Lisp,5
Go,Visual Basic,0
Go,Arduino,0
Go,F#,0
CSS,JavaScript,1582
CSS,Python,402
CSS,Java,305
CSS,HTML,1262
CSS,Ruby,322
CSS,PHP,377
CSS,C++,101
CSS,Go,111
CSS,CSS,7932
CSS,C#,90
CSS,TypeScript,202
CSS,C,68
CSS,Shell,232
CSS,Scala,36
CSS,Swift,13
CSS,PowerShell,7
CSS,Rust,29
CSS,Objective-C,23
CSS,Jupyter Notebook,23
CSS,DM,1
CSS,R,21
CSS,Lua,11
CSS,Kotlin,9
CSS,Perl,13
CSS,Vue,31
CSS,Groovy,18
CSS,Makefile,45
CSS,Elixir,17
CSS,Julia,1
CSS,CoffeeScript,36
CSS,Haskell,10
CSS,TeX,27
CSS,Clojure,9
CSS,HCL,19
CSS,Nix,1
CSS,OCaml,2
CSS,XSLT,10
CSS,Vim script,5
CSS,Matlab,4
CSS,CMake,6
CSS,Smarty,3
CSS,Dart,9
CSS,Puppet,23
CSS,Erlang,5
CSS,Fortran,4
CSS,PLpgSQL,7
CSS,Emacs Lisp,5
CSS,Visual Basic,3
CSS,Arduino,5
CSS,F#,1
C#,JavaScript,353
C#,Python,124
C#,Java,159
C#,HTML,155
C#,Ruby,43
C#,PHP,77
C#,C++,94
C#,Go,31
C#,CSS,90
C#,C#,6594
C#,TypeScript,130
C#,C,54
C#,Shell,52
C#,Scala,9
C#,Swift,14
C#,PowerShell,72
C#,Rust,12
C#,Objective-C,18
C#,Jupyter Notebook,3
C#,DM,3
C#,R,6
C#,Lua,8
C#,Kotlin,2
C#,Perl,4
C#,Vue,6
C#,Groovy,8
C#,Makefile,5
C#,Elixir,6
C#,Julia,0
C#,CoffeeScript,4
C#,Haskell,1
C#,TeX,4
C#,Clojure,1
C#,HCL,0
C#,Nix,0
C#,OCaml,3
C#,XSLT,2
C#,Vim script,1
C#,Matlab,0
C#,CMake,1
C#,Smarty,2
C#,Dart,0
C#,Puppet,0
C#,Erlang,2
C#,Fortran,2
C#,PLpgSQL,1
C#,Emacs Lisp,2
C#,Visual Basic,6
C#,Arduino,1
C#,F#,16
TypeScript,JavaScript,877
TypeScript,Python,121
TypeScript,Java,191
TypeScript,HTML,274
TypeScript,Ruby,70
TypeScript,PHP,70
TypeScript,C++,38
TypeScript,Go,44
TypeScript,CSS,202
TypeScript,C#,130
TypeScript,TypeScript,4528
TypeScript,C,25
TypeScript,Shell,59
TypeScript,Scala,19
TypeScript,Swift,17
TypeScript,PowerShell,13
TypeScript,Rust,13
TypeScript,Objective-C,22
TypeScript,Jupyter Notebook,9
TypeScript,DM,0
TypeScript,R,2
TypeScript,Lua,1
TypeScript,Kotlin,7
TypeScript,Perl,2
TypeScript,Vue,21
TypeScript,Groovy,11
TypeScript,Makefile,8
TypeScript,Elixir,9
TypeScript,Julia,2
TypeScript,CoffeeScript,23
TypeScript,Haskell,6
TypeScript,TeX,4
TypeScript,Clojure,4
TypeScript,HCL,2
TypeScript,Nix,0
TypeScript,OCaml,1
TypeScript,XSLT,5
TypeScript,Vim script,8
TypeScript,Matlab,1
TypeScript,CMake,0
TypeScript,Smarty,4
TypeScript,Dart,3
TypeScript,Puppet,0
TypeScript,Erlang,1
TypeScript,Fortran,0
TypeScript,PLpgSQL,3
TypeScript,Emacs Lisp,1
TypeScript,Visual Basic,0
TypeScript,Arduino,1
TypeScript,F#,2
C,JavaScript,236
C,Python,446
C,Java,178
C,HTML,157
C,Ruby,92
C,PHP,64
C,C++,516
C,Go,119
C,CSS,68
C,C#,54
C,TypeScript,25
C,C,5582
C,Shell,255
C,Scala,15
C,Swift,19
C,PowerShell,9
C,Rust,40
C,Objective-C,33
C,Jupyter Notebook,23
C,DM,0
C,R,9
C,Lua,22
C,Kotlin,7
C,Perl,35
C,Vue,4
C,Groovy,8
C,Makefile,108
C,Elixir,4
C,Julia,5
C,CoffeeScript,11
C,Haskell,14
C,TeX,24
C,Clojure,1
C,HCL,2
C,Nix,3
C,OCaml,8
C,XSLT,3
C,Vim script,12
C,Matlab,4
C,CMake,19
C,Smarty,1
C,Dart,4
C,Puppet,2
C,Erlang,8
C,Fortran,13
C,PLpgSQL,5
C,Emacs Lisp,3
C,Visual Basic,2
C,Arduino,6
C,F#,1
Shell,JavaScript,613
Shell,Python,879
Shell,Java,414
Shell,HTML,388
Shell,Ruby,331
Shell,PHP,196
Shell,C++,233
Shell,Go,367
Shell,CSS,232
Shell,C#,52
Shell,TypeScript,59
Shell,C,255
Shell,Shell,5795
Shell,Scala,57
Shell,Swift,36
Shell,PowerShell,18
Shell,Rust,41
Shell,Objective-C,18
Shell,Jupyter Notebook,50
Shell,DM,0
Shell,R,18
Shell,Lua,21
Shell,Kotlin,12
Shell,Perl,48
Shell,Vue,6
Shell,Groovy,90
Shell,Makefile,104
Shell,Elixir,17
Shell,Julia,5
Shell,CoffeeScript,25
Shell,Haskell,16
Shell,TeX,22
Shell,Clojure,18
Shell,HCL,68
Shell,Nix,0
Shell,OCaml,12
Shell,XSLT,24
Shell,Vim script,33
Shell,Matlab,4
Shell,CMake,26
Shell,Smarty,30
Shell,Dart,2
Shell,Puppet,29
Shell,Erlang,13
Shell,Fortran,9
Shell,PLpgSQL,6
Shell,Emacs Lisp,15
Shell,Visual Basic,3
Shell,Arduino,2
Shell,F#,2
Scala,JavaScript,112
Scala,Python,65
Scala,Java,111
Scala,HTML,71
Scala,Ruby,26
Scala,PHP,7
Scala,C++,16
Scala,Go,21
Scala,CSS,36
Scala,C#,9
Scala,TypeScript,19
Scala,C,15
Scala,Shell,57
Scala,Scala,1633
Scala,Swift,4
Scala,PowerShell,0
Scala,Rust,14
Scala,Objective-C,3
Scala,Jupyter Notebook,11
Scala,DM,0
Scala,R,2
Scala,Lua,3
Scala,Kotlin,3
Scala,Perl,1
Scala,Vue,2
Scala,Groovy,20
Scala,Makefile,2
Scala,Elixir,1
Scala,Julia,1
Scala,CoffeeScript,2
Scala,Haskell,3
Scala,TeX,6
Scala,Clojure,6
Scala,HCL,2
Scala,Nix,0
Scala,OCaml,0
Scala,XSLT,10
Scala,Vim script,1
Scala,Matlab,0
Scala,CMake,0
Scala,Smarty,5
Scala,Dart,1
Scala,Puppet,3
Scala,Erlang,1
Scala,Fortran,1
Scala,PLpgSQL,3
Scala,Emacs Lisp,1
Scala,Visual Basic,0
Scala,Arduino,0
Scala,F#,2
Swift,JavaScript,111
Swift,Python,40
Swift,Java,82
Swift,HTML,37
Swift,Ruby,54
Swift,PHP,18
Swift,C++,29
Swift,Go,15
Swift,CSS,13
Swift,C#,14
Swift,TypeScript,17
Swift,C,19
Swift,Shell,36
Swift,Scala,4
Swift,Swift,2231
Swift,PowerShell,1
Swift,Rust,5
Swift,Objective-C,131
Swift,Jupyter Notebook,3
Swift,DM,0
Swift,R,1
Swift,Lua,0
Swift,Kotlin,11
Swift,Perl,0
Swift,Vue,1
Swift,Groovy,1
Swift,Makefile,3
Swift,Elixir,5
Swift,Julia,0
Swift,CoffeeScript,1
Swift,Haskell,0
Swift,TeX,0
Swift,Clojure,1
Swift,HCL,0
Swift,Nix,0
Swift,OCaml,2
Swift,XSLT,2
Swift,Vim script,1
Swift,Matlab,1
Swift,CMake,0
Swift,Smarty,0
Swift,Dart,3
Swift,Puppet,1
Swift,Erlang,3
Swift,Fortran,0
Swift,PLpgSQL,0
Swift,Emacs Lisp,1
Swift,Visual Basic,0
Swift,Arduino,1
Swift,F#,0
PowerShell,JavaScript,43
PowerShell,Python,18
PowerShell,Java,5
PowerShell,HTML,7
PowerShell,Ruby,12
PowerShell,PHP,8
PowerShell,C++,10
PowerShell,Go,7
PowerShell,CSS,7
PowerShell,C#,72
PowerShell,TypeScript,13
PowerShell,C,9
PowerShell,Shell,18
PowerShell,Scala,0
PowerShell,Swift,1
PowerShell,PowerShell,720
PowerShell,Rust,1
PowerShell,Objective-C,1
PowerShell,Jupyter Notebook,0
PowerShell,DM,0
PowerShell,R,0
PowerShell,Lua,0
PowerShell,Kotlin,0
PowerShell,Perl,1
PowerShell,Vue,0
PowerShell,Groovy,2
PowerShell,Makefile,0
PowerShell,Elixir,0
PowerShell,Julia,0
PowerShell,CoffeeScript,1
PowerShell,Haskell,1
PowerShell,TeX,0
PowerShell,Clojure,1
PowerShell,HCL,0
PowerShell,Nix,0
PowerShell,OCaml,0
PowerShell,XSLT,0
PowerShell,Vim script,1
PowerShell,Matlab,0
PowerShell,CMake,1
PowerShell,Smarty,0
PowerShell,Dart,1
PowerShell,Puppet,2
PowerShell,Erlang,0
PowerShell,Fortran,0
PowerShell,PLpgSQL,1
PowerShell,Emacs Lisp,1
PowerShell,Visual Basic,2
PowerShell,Arduino,0
PowerShell,F#,2
Rust,JavaScript,67
Rust,Python,64
Rust,Java,18
Rust,HTML,50
Rust,Ruby,24
Rust,PHP,9
Rust,C++,30
Rust,Go,44
Rust,CSS,29
Rust,C#,12
Rust,TypeScript,13
Rust,C,40
Rust,Shell,41
Rust,Scala,14
Rust,Swift,5
Rust,PowerShell,1
Rust,Rust,923
Rust,Objective-C,4
Rust,Jupyter Notebook,2
Rust,DM,1
Rust,R,0
Rust,Lua,4
Rust,Kotlin,3
Rust,Perl,2
Rust,Vue,1
Rust,Groovy,5
Rust,Makefile,7
Rust,Elixir,6
Rust,Julia,0
Rust,CoffeeScript,5
Rust,Haskell,8
Rust,TeX,8
Rust,Clojure,4
Rust,HCL,0
Rust,Nix,3
Rust,OCaml,2
Rust,XSLT,3
Rust,Vim script,2
Rust,Matlab,0
Rust,CMake,2
Rust,Smarty,2
Rust,Dart,1
Rust,Puppet,0
Rust,Erlang,2
Rust,Fortran,0
Rust,PLpgSQL,1
Rust,Emacs Lisp,0
Rust,Visual Basic,0
Rust,Arduino,0
Rust,F#,0
Objective-C,JavaScript,206
Objective-C,Python,38
Objective-C,Java,146
Objective-C,HTML,48
Objective-C,Ruby,60
Objective-C,PHP,14
Objective-C,C++,27
Objective-C,Go,19
Objective-C,CSS,23
Objective-C,C#,18
Objective-C,TypeScript,22
Objective-C,C,33
Objective-C,Shell,18
Objective-C,Scala,3
Objective-C,Swift,131
Objective-C,PowerShell,1
Objective-C,Rust,4
Objective-C,Objective-C,1487
Objective-C,Jupyter Notebook,1
Objective-C,DM,0
Objective-C,R,0
Objective-C,Lua,4
Objective-C,Kotlin,2
Objective-C,Perl,2
Objective-C,Vue,3
Objective-C,Groovy,2
Objective-C,Makefile,3
Objective-C,Elixir,4
Objective-C,Julia,0
Objective-C,CoffeeScript,6
Objective-C,Haskell,0
Objective-C,TeX,0
Objective-C,Clojure,2
Objective-C,HCL,0
Objective-C,Nix,0
Objective-C,OCaml,1
Objective-C,XSLT,2
Objective-C,Vim script,1
Objective-C,Matlab,2
Objective-C,CMake,0
Objective-C,Smarty,1
Objective-C,Dart,2
Objective-C,Puppet,0
Objective-C,Erlang,4
Objective-C,Fortran,0
Objective-C,PLpgSQL,0
Objective-C,Emacs Lisp,1
Objective-C,Visual Basic,0
Objective-C,Arduino,1
Objective-C,F#,0
Jupyter Notebook,JavaScript,74
Jupyter Notebook,Python,332
Jupyter Notebook,Java,28
Jupyter Notebook,HTML,84
Jupyter Notebook,Ruby,10
Jupyter Notebook,PHP,3
Jupyter Notebook,C++,49
Jupyter Notebook,Go,7
Jupyter Notebook,CSS,23
Jupyter Notebook,C#,3
Jupyter Notebook,TypeScript,9
Jupyter Notebook,C,23
Jupyter Notebook,Shell,50
Jupyter Notebook,Scala,11
Jupyter Notebook,Swift,3
Jupyter Notebook,PowerShell,0
Jupyter Notebook,Rust,2
Jupyter Notebook,Objective-C,1
Jupyter Notebook,Jupyter Notebook,1523
Jupyter Notebook,DM,0
Jupyter Notebook,R,15
Jupyter Notebook,Lua,3
Jupyter Notebook,Kotlin,0
Jupyter Notebook,Perl,2
Jupyter Notebook,Vue,0
Jupyter Notebook,Groovy,3
Jupyter Notebook,Makefile,5
Jupyter Notebook,Elixir,1
Jupyter Notebook,Julia,13
Jupyter Notebook,CoffeeScript,2
Jupyter Notebook,Haskell,0
Jupyter Notebook,TeX,13
Jupyter Notebook,Clojure,0
Jupyter Notebook,HCL,0
Jupyter Notebook,Nix,0
Jupyter Notebook,OCaml,4
Jupyter Notebook,XSLT,2
Jupyter Notebook,Vim script,2
Jupyter Notebook,Matlab,5
Jupyter Notebook,CMake,7
Jupyter Notebook,Smarty,0
Jupyter Notebook,Dart,0
Jupyter Notebook,Puppet,1
Jupyter Notebook,Erlang,0
Jupyter Notebook,Fortran,8
Jupyter Notebook,PLpgSQL,4
Jupyter Notebook,Emacs Lisp,0
Jupyter Notebook,Visual Basic,0
Jupyter Notebook,Arduino,0
Jupyter Notebook,F#,0
DM,JavaScript,3
DM,Python,5
DM,Java,1
DM,HTML,1
DM,Ruby,0
DM,PHP,0
DM,C++,1
DM,Go,0
DM,CSS,1
DM,C#,3
DM,TypeScript,0
DM,C,0
DM,Shell,0
DM,Scala,0
DM,Swift,0
DM,PowerShell,0
DM,Rust,1
DM,Objective-C,0
DM,Jupyter Notebook,0
DM,DM,239
DM,R,0
DM,Lua,0
DM,Kotlin,0
DM,Perl,0
DM,Vue,0
DM,Groovy,0
DM,Makefile,0
DM,Elixir,0
DM,Julia,0
DM,CoffeeScript,0
DM,Haskell,0
DM,TeX,0
DM,Clojure,0
DM,HCL,0
DM,Nix,0
DM,OCaml,0
DM,XSLT,0
DM,Vim script,0
DM,Matlab,0
DM,CMake,0
DM,Smarty,0
DM,Dart,0
DM,Puppet,0
DM,Erlang,0
DM,Fortran,0
DM,PLpgSQL,0
DM,Emacs Lisp,0
DM,Visual Basic,0
DM,Arduino,0
DM,F#,0
R,JavaScript,39
R,Python,42
R,Java,15
R,HTML,88
R,Ruby,11
R,PHP,4
R,C++,28
R,Go,0
R,CSS,21
R,C#,6
R,TypeScript,2
R,C,9
R,Shell,18
R,Scala,2
R,Swift,1
R,PowerShell,0
R,Rust,0
R,Objective-C,0
R,Jupyter Notebook,15
R,DM,0
R,R,960
R,Lua,1
R,Kotlin,0
R,Perl,2
R,Vue,0
R,Groovy,4
R,Makefile,2
R,Elixir,0
R,Julia,2
R,CoffeeScript,1
R,Haskell,1
R,TeX,15
R,Clojure,0
R,HCL,2
R,Nix,0
R,OCaml,0
R,XSLT,1
R,Vim script,0
R,Matlab,0
R,CMake,1
R,Smarty,2
R,Dart,0
R,Puppet,0
R,Erlang,0
R,Fortran,0
R,PLpgSQL,0
R,Emacs Lisp,3
R,Visual Basic,0
R,Arduino,0
R,F#,0
Lua,JavaScript,41
Lua,Python,32
Lua,Java,9
Lua,HTML,16
Lua,Ruby,11
Lua,PHP,6
Lua,C++,35
Lua,Go,10
Lua,CSS,11
Lua,C#,8
Lua,TypeScript,1
Lua,C,22
Lua,Shell,21
Lua,Scala,3
Lua,Swift,0
Lua,PowerShell,0
Lua,Rust,4
Lua,Objective-C,4
Lua,Jupyter Notebook,3
Lua,DM,0
Lua,R,1
Lua,Lua,728
Lua,Kotlin,0
Lua,Perl,3
Lua,Vue,0
Lua,Groovy,1
Lua,Makefile,7
Lua,Elixir,2
Lua,Julia,0
Lua,CoffeeScript,0
Lua,Haskell,1
Lua,TeX,3
Lua,Clojure,1
Lua,HCL,1
Lua,Nix,0
Lua,OCaml,2
Lua,XSLT,0
Lua,Vim script,1
Lua,Matlab,0
Lua,CMake,0
Lua,Smarty,0
Lua,Dart,0
Lua,Puppet,2
Lua,Erlang,0
Lua,Fortran,1
Lua,PLpgSQL,0
Lua,Emacs Lisp,0
Lua,Visual Basic,0
Lua,Arduino,1
Lua,F#,0
Kotlin,JavaScript,33
Kotlin,Python,16
Kotlin,Java,125
Kotlin,HTML,16
Kotlin,Ruby,5
Kotlin,PHP,4
Kotlin,C++,8
Kotlin,Go,7
Kotlin,CSS,9
Kotlin,C#,2
Kotlin,TypeScript,7
Kotlin,C,7
Kotlin,Shell,12
Kotlin,Scala,3
Kotlin,Swift,11
Kotlin,PowerShell,0
Kotlin,Rust,3
Kotlin,Objective-C,2
Kotlin,Jupyter Notebook,0
Kotlin,DM,0
Kotlin,R,0
Kotlin,Lua,0
Kotlin,Kotlin,635
Kotlin,Perl,0
Kotlin,Vue,1
Kotlin,Groovy,3
Kotlin,Makefile,0
Kotlin,Elixir,2
Kotlin,Julia,0
Kotlin,CoffeeScript,2
Kotlin,Haskell,0
Kotlin,TeX,2
Kotlin,Clojure,0
Kotlin,HCL,0
Kotlin,Nix,0
Kotlin,OCaml,0
Kotlin,XSLT,1
Kotlin,Vim script,0
Kotlin,Matlab,0
Kotlin,CMake,0
Kotlin,Smarty,0
Kotlin,Dart,1
Kotlin,Puppet,0
Kotlin,Erlang,1
Kotlin,Fortran,0
Kotlin,PLpgSQL,2
Kotlin,Emacs Lisp,0
Kotlin,Visual Basic,0
Kotlin,Arduino,0
Kotlin,F#,0
Perl,JavaScript,40
Perl,Python,63
Perl,Java,28
Perl,HTML,26
Perl,Ruby,21
Perl,PHP,23
Perl,C++,21
Perl,Go,20
Perl,CSS,13
Perl,C#,4
Perl,TypeScript,2
Perl,C,35
Perl,Shell,48
Perl,Scala,1
Perl,Swift,0
Perl,PowerShell,1
Perl,Rust,2
Perl,Objective-C,2
Perl,Jupyter Notebook,2
Perl,DM,0
Perl,R,2
Perl,Lua,3
Perl,Kotlin,0
Perl,Perl,719
Perl,Vue,1
Perl,Groovy,1
Perl,Makefile,10
Perl,Elixir,0
Perl,Julia,0
Perl,CoffeeScript,1
Perl,Haskell,3
Perl,TeX,5
Perl,Clojure,1
Perl,HCL,2
Perl,Nix,1
Perl,OCaml,0
Perl,XSLT,0
Perl,Vim script,2
Perl,Matlab,0
Perl,CMake,0
Perl,Smarty,2
Perl,Dart,1
Perl,Puppet,1
Perl,Erlang,0
Perl,Fortran,1
Perl,PLpgSQL,1
Perl,Emacs Lisp,1
Perl,Visual Basic,1
Perl,Arduino,0
Perl,F#,0
Vue,JavaScript,149
Vue,Python,14
Vue,Java,9
Vue,HTML,29
Vue,Ruby,8
Vue,PHP,24
Vue,C++,6
Vue,Go,7
Vue,CSS,31
Vue,C#,6
Vue,TypeScript,21
Vue,C,4
Vue,Shell,6
Vue,Scala,2
Vue,Swift,1
Vue,PowerShell,0
Vue,Rust,1
Vue,Objective-C,3
Vue,Jupyter Notebook,0
Vue,DM,0
Vue,R,0
Vue,Lua,0
Vue,Kotlin,1
Vue,Perl,1
Vue,Vue,512
Vue,Groovy,0
Vue,Makefile,0
Vue,Elixir,0
Vue,Julia,0
Vue,CoffeeScript,3
Vue,Haskell,0
Vue,TeX,0
Vue,Clojure,0
Vue,HCL,0
Vue,Nix,0
Vue,OCaml,0
Vue,XSLT,0
Vue,Vim script,0
Vue,Matlab,0
Vue,CMake,0
Vue,Smarty,1
Vue,Dart,1
Vue,Puppet,0
Vue,Erlang,0
Vue,Fortran,0
Vue,PLpgSQL,0
Vue,Emacs Lisp,0
Vue,Visual Basic,0
Vue,Arduino,0
Vue,F#,0
Groovy,JavaScript,63
Groovy,Python,63
Groovy,Java,107
Groovy,HTML,24
Groovy,Ruby,24
Groovy,PHP,3
Groovy,C++,7
Groovy,Go,36
Groovy,CSS,18
Groovy,C#,8
Groovy,TypeScript,11
Groovy,C,8
Groovy,Shell,90
Groovy,Scala,20
Groovy,Swift,1
Groovy,PowerShell,2
Groovy,Rust,5
Groovy,Objective-C,2
