language1,language2,paradigm1,paradigm2,common_actors
ColdFusion,TypeScript,undefined,oob,0
ColdFusion,Jupyter Notebook,undefined,oob,0
ColdFusion,Objective-C,undefined,oob,0
ColdFusion,Kotlin,undefined,oob,0
ColdFusion,Dart,undefined,oob,0
ColdFusion,Crystal,undefined,oob,0
ColdFusion,Go,undefined,multi,0
ColdFusion,Swift,undefined,multi,0
ColdFusion,Scala,undefined,multi,0
ColdFusion,R,undefined,multi,0
ColdFusion,Rust,undefined,multi,0
ColdFusion,Perl,undefined,multi,0
ColdFusion,Lua,undefined,multi,0
ColdFusion,CoffeeScript,undefined,multi,0
ColdFusion,Matlab,undefined,multi,0
ColdFusion,Julia,undefined,multi,0
ColdFusion,Visual Basic,undefined,multi,0
ColdFusion,F#,undefined,multi,0
ColdFusion,D,undefined,multi,0
ColdFusion,Assembly,undefined,machine,0
ColdFusion,C,undefined,imperative,0
ColdFusion,Arduino,undefined,imperative,0
ColdFusion,Fortran,undefined,imperative,0
ColdFusion,Elixir,undefined,functional,0
ColdFusion,Groovy,undefined,functional,0
ColdFusion,Haskell,undefined,functional,0
ColdFusion,Clojure,undefined,functional,0
ColdFusion,OCaml,undefined,functional,0
ColdFusion,Erlang,undefined,functional,0
ColdFusion,HTML,undefined,declarative,2
ColdFusion,CSS,undefined,declarative,4
ColdFusion,XSLT,undefined,declarative,0
ColdFusion,PLpgSQL,undefined,declarative,0
ColdFusion,Elm,undefined,declarative,0
ColdFusion,Nix,undefined,declarative,0
Shell,SaltStack,scripted,undefined,19
Shell,Vala,scripted,undefined,9
Shell,ColdFusion,scripted,undefined,2
Shell,Shell,scripted,scripted,6630
Shell,PowerShell,scripted,scripted,29
Shell,Vim script,scripted,scripted,36
Shell,Emacs Lisp,scripted,scripted,13
Shell,Batchfile,scripted,scripted,9
Shell,PHP,scripted,procedural,248
Shell,C++,scripted,procedural,275
Shell,JavaScript,scripted,oob,815
Shell,Python,scripted,oob,1047
Shell,Java,scripted,oob,460
Shell,Ruby,scripted,oob,402
Shell,C#,scripted,oob,46
Shell,TypeScript,scripted,oob,118
Shell,Jupyter Notebook,scripted,oob,62
Shell,Objective-C,scripted,oob,23
Shell,Kotlin,scripted,oob,29
Shell,Dart,scripted,oob,3
Shell,Crystal,scripted,oob,4
Shell,Go,scripted,multi,434
Shell,Swift,scripted,multi,24
Shell,Scala,scripted,multi,67
Shell,R,scripted,multi,30
Shell,Rust,scripted,multi,45
Shell,Perl,scripted,multi,62
Shell,Lua,scripted,multi,28
Shell,CoffeeScript,scripted,multi,32
Shell,Matlab,scripted,multi,2
Shell,Julia,scripted,multi,8
Shell,Visual Basic,scripted,multi,1
Shell,F#,scripted,multi,2
Shell,D,scripted,multi,7
Shell,Assembly,scripted,machine,3
Shell,C,scripted,imperative,291
Shell,Arduino,scripted,imperative,10
Shell,Fortran,scripted,imperative,4
Shell,Elixir,scripted,functional,18
Shell,Groovy,scripted,functional,80
Shell,Haskell,scripted,functional,15
Shell,Clojure,scripted,functional,22
Shell,OCaml,scripted,functional,7
Shell,Erlang,scripted,functional,11
Shell,HTML,scripted,declarative,477
Shell,CSS,scripted,declarative,278
Shell,XSLT,scripted,declarative,20
Shell,PLpgSQL,scripted,declarative,12
Shell,Elm,scripted,declarative,5
Shell,Nix,scripted,declarative,9
PowerShell,SaltStack,scripted,undefined,1
PowerShell,Vala,scripted,undefined,0
PowerShell,ColdFusion,scripted,undefined,0
PowerShell,Shell,scripted,scripted,29
PowerShell,PowerShell,scripted,scripted,818
PowerShell,Vim script,scripted,scripted,2
PowerShell,Emacs Lisp,scripted,scripted,0
PowerShell,Batchfile,scripted,scripted,6
PowerShell,PHP,scripted,procedural,13
PowerShell,C++,scripted,procedural,17
PowerShell,JavaScript,scripted,oob,47
PowerShell,Python,scripted,oob,39
PowerShell,Java,scripted,oob,11
PowerShell,Ruby,scripted,oob,16
PowerShell,C#,scripted,oob,84
PowerShell,TypeScript,scripted,oob,18
PowerShell,Jupyter Notebook,scripted,oob,1
PowerShell,Objective-C,scripted,oob,0
PowerShell,Kotlin,scripted,oob,0
PowerShell,Dart,scripted,oob,2
PowerShell,Crystal,scripted,oob,1
PowerShell,Go,scripted,multi,9
PowerShell,Swift,scripted,multi,1
PowerShell,Scala,scripted,multi,3
PowerShell,R,scripted,multi,1
PowerShell,Rust,scripted,multi,1
PowerShell,Perl,scripted,multi,2
PowerShell,Lua,scripted,multi,1
PowerShell,CoffeeScript,scripted,multi,1
PowerShell,Matlab,scripted,multi,0
PowerShell,Julia,scripted,multi,1
PowerShell,Visual Basic,scripted,multi,1
PowerShell,F#,scripted,multi,1
PowerShell,D,scripted,multi,1
PowerShell,Assembly,scripted,machine,0
PowerShell,C,scripted,imperative,10
PowerShell,Arduino,scripted,imperative,0
PowerShell,Fortran,scripted,imperative,0
PowerShell,Elixir,scripted,functional,2
PowerShell,Groovy,scripted,functional,2
PowerShell,Haskell,scripted,functional,1
PowerShell,Clojure,scripted,functional,0
PowerShell,OCaml,scripted,functional,0
PowerShell,Erlang,scripted,functional,1
PowerShell,HTML,scripted,declarative,24
PowerShell,CSS,scripted,declarative,13
PowerShell,XSLT,scripted,declarative,0
PowerShell,PLpgSQL,scripted,declarative,1
PowerShell,Elm,scripted,declarative,1
PowerShell,Nix,scripted,declarative,0
Vim script,SaltStack,scripted,undefined,0
Vim script,Vala,scripted,undefined,1
Vim script,ColdFusion,scripted,undefined,0
Vim script,Shell,scripted,scripted,36
Vim script,PowerShell,scripted,scripted,2
Vim script,Vim script,scripted,scripted,509
Vim script,Emacs Lisp,scripted,scripted,2
Vim script,Batchfile,scripted,scripted,3
Vim script,PHP,scripted,procedural,12
Vim script,C++,scripted,procedural,14
Vim script,JavaScript,scripted,oob,56
Vim script,Python,scripted,oob,45
Vim script,Java,scripted,oob,6
Vim script,Ruby,scripted,oob,26
Vim script,C#,scripted,oob,5
Vim script,TypeScript,scripted,oob,8
Vim script,Jupyter Notebook,scripted,oob,1
Vim script,Objective-C,scripted,oob,2
Vim script,Kotlin,scripted,oob,0
Vim script,Dart,scripted,oob,3
Vim script,Crystal,scripted,oob,2
Vim script,Go,scripted,multi,27
Vim script,Swift,scripted,multi,2
Vim script,Scala,scripted,multi,5
Vim script,R,scripted,multi,1
Vim script,Rust,scripted,multi,6
Vim script,Perl,scripted,multi,8
Vim script,Lua,scripted,multi,1
Vim script,CoffeeScript,scripted,multi,4
Vim script,Matlab,scripted,multi,0
Vim script,Julia,scripted,multi,2
Vim script,Visual Basic,scripted,multi,1
Vim script,F#,scripted,multi,0
Vim script,D,scripted,multi,2
Vim script,Assembly,scripted,machine,0
Vim script,C,scripted,imperative,15
Vim script,Arduino,scripted,imperative,0
Vim script,Fortran,scripted,imperative,0
Vim script,Elixir,scripted,functional,7
Vim script,Groovy,scripted,functional,0
Vim script,Haskell,scripted,functional,3
Vim script,Clojure,scripted,functional,1
Vim script,OCaml,scripted,functional,3
Vim script,Erlang,scripted,functional,1
Vim script,HTML,scripted,declarative,24
Vim script,CSS,scripted,declarative,18
Vim script,XSLT,scripted,declarative,2
Vim script,PLpgSQL,scripted,declarative,0
Vim script,Elm,scripted,declarative,3
Vim script,Nix,scripted,declarative,0
Emacs Lisp,SaltStack,scripted,undefined,0
Emacs Lisp,Vala,scripted,undefined,0
Emacs Lisp,ColdFusion,scripted,undefined,0
Emacs Lisp,Shell,scripted,scripted,13
Emacs Lisp,PowerShell,scripted,scripted,0
Emacs Lisp,Vim script,scripted,scripted,2
Emacs Lisp,Emacs Lisp,scripted,scripted,304
Emacs Lisp,Batchfile,scripted,scripted,2
Emacs Lisp,PHP,scripted,procedural,2
Emacs Lisp,C++,scripted,procedural,10
Emacs Lisp,JavaScript,scripted,oob,20
Emacs Lisp,Python,scripted,oob,29
Emacs Lisp,Java,scripted,oob,7
Emacs Lisp,Ruby,scripted,oob,14
Emacs Lisp,C#,scripted,oob,1
Emacs Lisp,TypeScript,scripted,oob,4
Emacs Lisp,Jupyter Notebook,scripted,oob,1
Emacs Lisp,Objective-C,scripted,oob,2
Emacs Lisp,Kotlin,scripted,oob,1
Emacs Lisp,Dart,scripted,oob,0
Emacs Lisp,Crystal,scripted,oob,1
Emacs Lisp,Go,scripted,multi,7
Emacs Lisp,Swift,scripted,multi,2
Emacs Lisp,Scala,scripted,multi,2
Emacs Lisp,R,scripted,multi,2
Emacs Lisp,Rust,scripted,multi,7
Emacs Lisp,Perl,scripted,multi,4
Emacs Lisp,Lua,scripted,multi,1
Emacs Lisp,CoffeeScript,scripted,multi,0
Emacs Lisp,Matlab,scripted,multi,0
Emacs Lisp,Julia,scripted,multi,1
Emacs Lisp,Visual Basic,scripted,multi,0
Emacs Lisp,F#,scripted,multi,0
Emacs Lisp,D,scripted,multi,0
Emacs Lisp,Assembly,scripted,machine,1
Emacs Lisp,C,scripted,imperative,8
Emacs Lisp,Arduino,scripted,imperative,0
Emacs Lisp,Fortran,scripted,imperative,0
Emacs Lisp,Elixir,scripted,functional,0
Emacs Lisp,Groovy,scripted,functional,0
Emacs Lisp,Haskell,scripted,functional,5
Emacs Lisp,Clojure,scripted,functional,9
Emacs Lisp,OCaml,scripted,functional,2
Emacs Lisp,Erlang,scripted,functional,1
Emacs Lisp,HTML,scripted,declarative,9
Emacs Lisp,CSS,scripted,declarative,7
Emacs Lisp,XSLT,scripted,declarative,1
Emacs Lisp,PLpgSQL,scripted,declarative,0
Emacs Lisp,Elm,scripted,declarative,1
Emacs Lisp,Nix,scripted,declarative,4
Batchfile,SaltStack,scripted,undefined,0
Batchfile,Vala,scripted,undefined,0
Batchfile,ColdFusion,scripted,undefined,0
Batchfile,Shell,scripted,scripted,9
Batchfile,PowerShell,scripted,scripted,6
Batchfile,Vim script,scripted,scripted,3
Batchfile,Emacs Lisp,scripted,scripted,2
Batchfile,Batchfile,scripted,scripted,174
Batchfile,PHP,scripted,procedural,5
Batchfile,C++,scripted,procedural,7
Batchfile,JavaScript,scripted,oob,21
Batchfile,Python,scripted,oob,21
Batchfile,Java,scripted,oob,10
Batchfile,Ruby,scripted,oob,1
Batchfile,C#,scripted,oob,4
Batchfile,TypeScript,scripted,oob,4
Batchfile,Jupyter Notebook,scripted,oob,0
Batchfile,Objective-C,scripted,oob,0
Batchfile,Kotlin,scripted,oob,0
Batchfile,Dart,scripted,oob,0
Batchfile,Crystal,scripted,oob,0
Batchfile,Go,scripted,multi,4
Batchfile,Swift,scripted,multi,1
Batchfile,Scala,scripted,multi,0
Batchfile,R,scripted,multi,0
Batchfile,Rust,scripted,multi,0
Batchfile,Perl,scripted,multi,0
Batchfile,Lua,scripted,multi,0
Batchfile,CoffeeScript,scripted,multi,2
Batchfile,Matlab,scripted,multi,0
Batchfile,Julia,scripted,multi,0
Batchfile,Visual Basic,scripted,multi,0
Batchfile,F#,scripted,multi,2
Batchfile,D,scripted,multi,0
Batchfile,Assembly,scripted,machine,0
Batchfile,C,scripted,imperative,7
Batchfile,Arduino,scripted,imperative,0
Batchfile,Fortran,scripted,imperative,0
Batchfile,Elixir,scripted,functional,1
Batchfile,Groovy,scripted,functional,1
Batchfile,Haskell,scripted,functional,0
Batchfile,Clojure,scripted,functional,0
Batchfile,OCaml,scripted,functional,0
Batchfile,Erlang,scripted,functional,0
Batchfile,HTML,scripted,declarative,12
Batchfile,CSS,scripted,declarative,8
Batchfile,XSLT,scripted,declarative,0
Batchfile,PLpgSQL,scripted,declarative,0
Batchfile,Elm,scripted,declarative,0
Batchfile,Nix,scripted,declarative,0
PHP,SaltStack,procedural,undefined,5
PHP,Vala,procedural,undefined,5
PHP,ColdFusion,procedural,undefined,0
PHP,Shell,procedural,scripted,248
PHP,PowerShell,procedural,scripted,13
PHP,Vim script,procedural,scripted,12
PHP,Emacs Lisp,procedural,scripted,2
PHP,Batchfile,procedural,scripted,5
PHP,PHP,procedural,procedural,11903
PHP,C++,procedural,procedural,104
PHP,JavaScript,procedural,oob,1192
PHP,Python,procedural,oob,359
PHP,Java,procedural,oob,270
PHP,Ruby,procedural,oob,142
PHP,C#,procedural,oob,96
PHP,TypeScript,procedural,oob,93
PHP,Jupyter Notebook,procedural,oob,10
PHP,Objective-C,procedural,oob,29
PHP,Kotlin,procedural,oob,5
PHP,Dart,procedural,oob,2
PHP,Crystal,procedural,oob,4
PHP,Go,procedural,multi,109
PHP,Swift,procedural,multi,33
PHP,Scala,procedural,multi,8
PHP,R,procedural,multi,5
PHP,Rust,procedural,multi,9
PHP,Perl,procedural,multi,33
PHP,Lua,procedural,multi,10
PHP,CoffeeScript,procedural,multi,15
PHP,Matlab,procedural,multi,4
PHP,Julia,procedural,multi,2
PHP,Visual Basic,procedural,multi,2
PHP,F#,procedural,multi,1
PHP,D,procedural,multi,1
PHP,Assembly,procedural,machine,1
PHP,C,procedural,imperative,87
PHP,Arduino,procedural,imperative,2
PHP,Fortran,procedural,imperative,0
PHP,Elixir,procedural,functional,13
PHP,Groovy,procedural,functional,3
PHP,Haskell,procedural,functional,11
PHP,Clojure,procedural,functional,1
PHP,OCaml,procedural,functional,1
PHP,Erlang,procedural,functional,6
PHP,HTML,procedural,declarative,630
PHP,CSS,procedural,declarative,495
PHP,XSLT,procedural,declarative,16
PHP,PLpgSQL,procedural,declarative,5
PHP,Elm,procedural,declarative,5
PHP,Nix,procedural,declarative,2
C++,SaltStack,procedural,undefined,1
C++,Vala,procedural,undefined,2
C++,ColdFusion,procedural,undefined,0
C++,Shell,procedural,scripted,275
C++,PowerShell,procedural,scripted,17
C++,Vim script,procedural,scripted,14
C++,Emacs Lisp,procedural,scripted,10
C++,Batchfile,procedural,scripted,7
C++,PHP,procedural,procedural,104
C++,C++,procedural,procedural,10190
C++,JavaScript,procedural,oob,482
C++,Python,procedural,oob,829
C++,Java,procedural,oob,362
C++,Ruby,procedural,oob,97
C++,C#,procedural,oob,124
C++,TypeScript,procedural,oob,64
C++,Jupyter Notebook,procedural,oob,65
C++,Objective-C,procedural,oob,28
C++,Kotlin,procedural,oob,13
C++,Dart,procedural,oob,18
C++,Crystal,procedural,oob,1
C++,Go,procedural,multi,97
C++,Swift,procedural,multi,34
C++,Scala,procedural,multi,20
C++,R,procedural,multi,30
C++,Rust,procedural,multi,41
C++,Perl,procedural,multi,25
C++,Lua,procedural,multi,53
C++,CoffeeScript,procedural,multi,9
C++,Matlab,procedural,multi,15
C++,Julia,procedural,multi,10
C++,Visual Basic,procedural,multi,4
C++,F#,procedural,multi,2
C++,D,procedural,multi,3
C++,Assembly,procedural,machine,15
C++,C,procedural,imperative,594
C++,Arduino,procedural,imperative,27
C++,Fortran,procedural,imperative,16
C++,Elixir,procedural,functional,4
C++,Groovy,procedural,functional,5
C++,Haskell,procedural,functional,16
C++,Clojure,procedural,functional,5
C++,OCaml,procedural,functional,8
C++,Erlang,procedural,functional,6
C++,HTML,procedural,declarative,308
C++,CSS,procedural,declarative,173
C++,XSLT,procedural,declarative,6
C++,PLpgSQL,procedural,declarative,5
C++,Elm,procedural,declarative,4
C++,Nix,procedural,declarative,8
JavaScript,SaltStack,oob,undefined,6
JavaScript,Vala,oob,undefined,4
JavaScript,ColdFusion,oob,undefined,4
JavaScript,Shell,oob,scripted,815
JavaScript,PowerShell,oob,scripted,47
JavaScript,Vim script,oob,scripted,56
JavaScript,Emacs Lisp,oob,scripted,20
JavaScript,Batchfile,oob,scripted,21
JavaScript,PHP,oob,procedural,1192
JavaScript,C++,oob,procedural,482
JavaScript,JavaScript,oob,oob,42542
JavaScript,Python,oob,oob,2046
JavaScript,Java,oob,oob,1508
JavaScript,Ruby,oob,oob,1203
JavaScript,C#,oob,oob,477
JavaScript,TypeScript,oob,oob,1161
JavaScript,Jupyter Notebook,oob,oob,100
JavaScript,Objective-C,oob,oob,201
JavaScript,Kotlin,oob,oob,49
JavaScript,Dart,oob,oob,16
JavaScript,Crystal,oob,oob,10
JavaScript,Go,oob,multi,528
JavaScript,Swift,oob,multi,136
JavaScript,Scala,oob,multi,122
JavaScript,R,oob,multi,45
JavaScript,Rust,oob,multi,112
JavaScript,Perl,oob,multi,57
JavaScript,Lua,oob,multi,41
JavaScript,CoffeeScript,oob,multi,171
JavaScript,Matlab,oob,multi,10
JavaScript,Julia,oob,multi,7
JavaScript,Visual Basic,oob,multi,11
JavaScript,F#,oob,multi,10
JavaScript,D,oob,multi,5
JavaScript,Assembly,oob,machine,15
JavaScript,C,oob,imperative,318
JavaScript,Arduino,oob,imperative,29
JavaScript,Fortran,oob,imperative,2
JavaScript,Elixir,oob,functional,87
JavaScript,Groovy,oob,functional,74
JavaScript,Haskell,oob,functional,48
JavaScript,Clojure,oob,functional,50
JavaScript,OCaml,oob,functional,29
JavaScript,Erlang,oob,functional,21
JavaScript,HTML,oob,declarative,3506
JavaScript,CSS,oob,declarative,2186
JavaScript,XSLT,oob,declarative,35
JavaScript,PLpgSQL,oob,declarative,34
JavaScript,Elm,oob,declarative,32
JavaScript,Nix,oob,declarative,11
Python,SaltStack,oob,undefined,30
Python,Vala,oob,undefined,8
Python,ColdFusion,oob,undefined,0
Python,Shell,oob,scripted,1047
Python,PowerShell,oob,scripted,39
Python,Vim script,oob,scripted,45
Python,Emacs Lisp,oob,scripted,29
Python,Batchfile,oob,scripted,21
Python,PHP,oob,procedural,359
Python,C++,oob,procedural,829
Python,JavaScript,oob,oob,2046
Python,Python,oob,oob,24998
Python,Java,oob,oob,792
Python,Ruby,oob,oob,464
Python,C#,oob,oob,182
Python,TypeScript,oob,oob,195
Python,Jupyter Notebook,oob,oob,443
Python,Objective-C,oob,oob,45
Python,Kotlin,oob,oob,25
Python,Dart,oob,oob,12
Python,Crystal,oob,oob,4
Python,Go,oob,multi,437
Python,Swift,oob,multi,69
Python,Scala,oob,multi,82
Python,R,oob,multi,47
Python,Rust,oob,multi,87
Python,Perl,oob,multi,79
Python,Lua,oob,multi,44
Python,CoffeeScript,oob,multi,39
Python,Matlab,oob,multi,47
Python,Julia,oob,multi,20
Python,Visual Basic,oob,multi,5
Python,F#,oob,multi,2
Python,D,oob,multi,5
Python,Assembly,oob,machine,16
Python,C,oob,imperative,595
Python,Arduino,oob,imperative,30
Python,Fortran,oob,imperative,14
Python,Elixir,oob,functional,23
Python,Groovy,oob,functional,58
Python,Haskell,oob,functional,34
Python,Clojure,oob,functional,25
Python,OCaml,oob,functional,11
Python,Erlang,oob,functional,20
Python,HTML,oob,declarative,1300
Python,CSS,oob,declarative,676
Python,XSLT,oob,declarative,22
Python,PLpgSQL,oob,declarative,30
Python,Elm,oob,declarative,6
Python,Nix,oob,declarative,8
Java,SaltStack,oob,undefined,2
Java,Vala,oob,undefined,2
Java,ColdFusion,oob,undefined,2
Java,Shell,oob,scripted,460
Java,PowerShell,oob,scripted,11
Java,Vim script,oob,scripted,6
Java,Emacs Lisp,oob,scripted,7
Java,Batchfile,oob,scripted,10
Java,PHP,oob,procedural,270
Java,C++,oob,procedural,362
Java,JavaScript,oob,oob,1508
Java,Python,oob,oob,792
Java,Java,oob,oob,23761
Java,Ruby,oob,oob,284
Java,C#,oob,oob,246
Java,TypeScript,oob,oob,278
Java,Jupyter Notebook,oob,oob,48
Java,Objective-C,oob,oob,156
Java,Kotlin,oob,oob,179
Java,Dart,oob,oob,15
Java,Crystal,oob,oob,3
Java,Go,oob,multi,221
Java,Swift,oob,multi,101
Java,Scala,oob,multi,141
Java,R,oob,multi,23
Java,Rust,oob,multi,21
Java,Perl,oob,multi,36
Java,Lua,oob,multi,15
Java,CoffeeScript,oob,multi,21
Java,Matlab,oob,multi,19
Java,Julia,oob,multi,1
Java,Visual Basic,oob,multi,6
Java,F#,oob,multi,3
Java,D,oob,multi,1
Java,Assembly,oob,machine,7
Java,C,oob,imperative,259
Java,Arduino,oob,imperative,15
Java,Fortran,oob,imperative,1
Java,Elixir,oob,functional,4
Java,Groovy,oob,functional,138
Java,Haskell,oob,functional,19
Java,Clojure,oob,functional,34
Java,OCaml,oob,functional,8
Java,Erlang,oob,functional,7
Java,HTML,oob,declarative,954
Java,CSS,oob,declarative,457
Java,XSLT,oob,declarative,51
Java,PLpgSQL,oob,declarative,17
Java,Elm,oob,declarative,2
Java,Nix,oob,declarative,1
Ruby,SaltStack,oob,undefined,13
Ruby,Vala,oob,undefined,1
Ruby,ColdFusion,oob,undefined,0
Ruby,Shell,oob,scripted,402
Ruby,PowerShell,oob,scripted,16
Ruby,Vim script,oob,scripted,26
Ruby,Emacs Lisp,oob,scripted,14
Ruby,Batchfile,oob,scripted,1
Ruby,PHP,oob,procedural,142
Ruby,C++,oob,procedural,97
Ruby,JavaScript,oob,oob,1203
Ruby,Python,oob,oob,464
Ruby,Java,oob,oob,284
Ruby,Ruby,oob,oob,10350
Ruby,C#,oob,oob,66
Ruby,TypeScript,oob,oob,88
Ruby,Jupyter Notebook,oob,oob,13
Ruby,Objective-C,oob,oob,56
Ruby,Kotlin,oob,oob,21
Ruby,Dart,oob,oob,5
Ruby,Crystal,oob,oob,15
Ruby,Go,oob,multi,239
Ruby,Swift,oob,multi,63
Ruby,Scala,oob,multi,36
Ruby,R,oob,multi,11
Ruby,Rust,oob,multi,49
Ruby,Perl,oob,multi,35
Ruby,Lua,oob,multi,6
Ruby,CoffeeScript,oob,multi,51
Ruby,Matlab,oob,multi,4
Ruby,Julia,oob,multi,3
Ruby,Visual Basic,oob,multi,1
Ruby,F#,oob,multi,2
Ruby,D,oob,multi,2
Ruby,Assembly,oob,machine,3
Ruby,C,oob,imperative,110
Ruby,Arduino,oob,imperative,5
Ruby,Fortran,oob,imperative,2
Ruby,Elixir,oob,functional,58
Ruby,Groovy,oob,functional,21
Ruby,Haskell,oob,functional,21
Ruby,Clojure,oob,functional,21
Ruby,OCaml,oob,functional,2
Ruby,Erlang,oob,functional,13
Ruby,HTML,oob,declarative,712
Ruby,CSS,oob,declarative,458
Ruby,XSLT,oob,declarative,13
Ruby,PLpgSQL,oob,declarative,6
Ruby,Elm,oob,declarative,7
Ruby,Nix,oob,declarative,0
C#,SaltStack,oob,undefined,0
C#,Vala,oob,undefined,0
C#,ColdFusion,oob,undefined,0
C#,Shell,oob,scripted,46
C#,PowerShell,oob,scripted,84
C#,Vim script,oob,scripted,5
C#,Emacs Lisp,oob,scripted,1
C#,Batchfile,oob,scripted,4
C#,PHP,oob,procedural,96
C#,C++,oob,procedural,124
C#,JavaScript,oob,oob,477
C#,Python,oob,oob,182
C#,Java,oob,oob,246
C#,Ruby,oob,oob,66
C#,C#,oob,oob,7823
C#,TypeScript,oob,oob,175
C#,Jupyter Notebook,oob,oob,12
C#,Objective-C,oob,oob,33
C#,Kotlin,oob,oob,12
C#,Dart,oob,oob,0
C#,Crystal,oob,oob,0
C#,Go,oob,multi,49
C#,Swift,oob,multi,19
C#,Scala,oob,multi,9
C#,R,oob,multi,4
C#,Rust,oob,multi,12
C#,Perl,oob,multi,14
C#,Lua,oob,multi,9
C#,CoffeeScript,oob,multi,6
C#,Matlab,oob,multi,2
C#,Julia,oob,multi,0
C#,Visual Basic,oob,multi,5
C#,F#,oob,multi,17
C#,D,oob,multi,1
C#,Assembly,oob,machine,2
C#,C,oob,imperative,62
C#,Arduino,oob,imperative,6
C#,Fortran,oob,imperative,1
C#,Elixir,oob,functional,6
