language1,language2,paradigm1,paradigm2,common_actors
Vala,JavaScript,undefined,oob,4
Vala,Python,undefined,oob,6
Vala,Java,undefined,oob,1
Vala,Ruby,undefined,oob,0
Vala,C#,undefined,oob,1
Vala,TypeScript,undefined,oob,0
Vala,Objective-C,undefined,oob,0
Vala,Jupyter Notebook,undefined,oob,0
Vala,Kotlin,undefined,oob,0
Vala,Dart,undefined,oob,0
Vala,Go,undefined,multi,0
Vala,Swift,undefined,multi,0
Vala,Scala,undefined,multi,0
Vala,R,undefined,multi,0
Vala,Rust,undefined,multi,1
Vala,Lua,undefined,multi,0
Vala,Perl,undefined,multi,0
Vala,CoffeeScript,undefined,multi,0
Vala,Matlab,undefined,multi,0
Vala,Julia,undefined,multi,0
Vala,Visual Basic,undefined,multi,0
Vala,F#,undefined,multi,0
Vala,D,undefined,multi,0
Vala,Assembly,undefined,machine,0
Vala,C,undefined,imperative,6
Vala,Arduino,undefined,imperative,0
Vala,Fortran,undefined,imperative,0
Vala,Elixir,undefined,functional,0
Vala,Groovy,undefined,functional,0
Vala,Haskell,undefined,functional,0
Vala,Clojure,undefined,functional,0
Vala,Erlang,undefined,functional,0
Vala,OCaml,undefined,functional,0
Vala,HTML,undefined,declarative,5
Vala,CSS,undefined,declarative,3
Vala,XSLT,undefined,declarative,0
Vala,PLpgSQL,undefined,declarative,0
Vala,Elm,undefined,declarative,0
Vala,Nix,undefined,declarative,0
Shell,Roff,scripted,undefined,4
Shell,Protocol Buffer,scripted,undefined,6
Shell,SaltStack,scripted,undefined,20
Shell,Vala,scripted,undefined,2
Shell,Shell,scripted,scripted,5725
Shell,PowerShell,scripted,scripted,25
Shell,Vim script,scripted,scripted,25
Shell,Emacs Lisp,scripted,scripted,12
Shell,Batchfile,scripted,scripted,14
Shell,PHP,scripted,procedural,178
Shell,C++,scripted,procedural,246
Shell,JavaScript,scripted,oob,614
Shell,Python,scripted,oob,897
Shell,Java,scripted,oob,452
Shell,Ruby,scripted,oob,312
Shell,C#,scripted,oob,48
Shell,TypeScript,scripted,oob,70
Shell,Objective-C,scripted,oob,26
Shell,Jupyter Notebook,scripted,oob,42
Shell,Kotlin,scripted,oob,14
Shell,Dart,scripted,oob,2
Shell,Go,scripted,multi,401
Shell,Swift,scripted,multi,25
Shell,Scala,scripted,multi,65
Shell,R,scripted,multi,19
Shell,Rust,scripted,multi,34
Shell,Lua,scripted,multi,29
Shell,Perl,scripted,multi,56
Shell,CoffeeScript,scripted,multi,21
Shell,Matlab,scripted,multi,3
Shell,Julia,scripted,multi,6
Shell,Visual Basic,scripted,multi,2
Shell,F#,scripted,multi,3
Shell,D,scripted,multi,11
Shell,Assembly,scripted,machine,5
Shell,C,scripted,imperative,250
Shell,Arduino,scripted,imperative,6
Shell,Fortran,scripted,imperative,9
Shell,Elixir,scripted,functional,18
Shell,Groovy,scripted,functional,82
Shell,Haskell,scripted,functional,19
Shell,Clojure,scripted,functional,13
Shell,Erlang,scripted,functional,19
Shell,OCaml,scripted,functional,9
Shell,HTML,scripted,declarative,400
Shell,CSS,scripted,declarative,244
Shell,XSLT,scripted,declarative,26
Shell,PLpgSQL,scripted,declarative,10
Shell,Elm,scripted,declarative,4
Shell,Nix,scripted,declarative,2
PowerShell,Roff,scripted,undefined,0
PowerShell,Protocol Buffer,scripted,undefined,0
PowerShell,SaltStack,scripted,undefined,1
PowerShell,Vala,scripted,undefined,0
PowerShell,Shell,scripted,scripted,25
PowerShell,PowerShell,scripted,scripted,700
PowerShell,Vim script,scripted,scripted,0
PowerShell,Emacs Lisp,scripted,scripted,1
PowerShell,Batchfile,scripted,scripted,6
PowerShell,PHP,scripted,procedural,8
PowerShell,C++,scripted,procedural,24
PowerShell,JavaScript,scripted,oob,49
PowerShell,Python,scripted,oob,27
PowerShell,Java,scripted,oob,3
PowerShell,Ruby,scripted,oob,13
PowerShell,C#,scripted,oob,81
PowerShell,TypeScript,scripted,oob,15
PowerShell,Objective-C,scripted,oob,1
PowerShell,Jupyter Notebook,scripted,oob,0
PowerShell,Kotlin,scripted,oob,0
PowerShell,Dart,scripted,oob,1
PowerShell,Go,scripted,multi,5
PowerShell,Swift,scripted,multi,0
PowerShell,Scala,scripted,multi,0
PowerShell,R,scripted,multi,0
PowerShell,Rust,scripted,multi,3
PowerShell,Lua,scripted,multi,3
PowerShell,Perl,scripted,multi,1
PowerShell,CoffeeScript,scripted,multi,2
PowerShell,Matlab,scripted,multi,0
PowerShell,Julia,scripted,multi,0
PowerShell,Visual Basic,scripted,multi,1
PowerShell,F#,scripted,multi,4
PowerShell,D,scripted,multi,1
PowerShell,Assembly,scripted,machine,0
PowerShell,C,scripted,imperative,12
PowerShell,Arduino,scripted,imperative,0
PowerShell,Fortran,scripted,imperative,0
PowerShell,Elixir,scripted,functional,1
PowerShell,Groovy,scripted,functional,1
PowerShell,Haskell,scripted,functional,1
PowerShell,Clojure,scripted,functional,1
PowerShell,Erlang,scripted,functional,1
PowerShell,OCaml,scripted,functional,0
PowerShell,HTML,scripted,declarative,14
PowerShell,CSS,scripted,declarative,9
PowerShell,XSLT,scripted,declarative,0
PowerShell,PLpgSQL,scripted,declarative,0
PowerShell,Elm,scripted,declarative,1
PowerShell,Nix,scripted,declarative,0
Vim script,Roff,scripted,undefined,0
Vim script,Protocol Buffer,scripted,undefined,0
Vim script,SaltStack,scripted,undefined,2
Vim script,Vala,scripted,undefined,0
Vim script,Shell,scripted,scripted,25
Vim script,PowerShell,scripted,scripted,0
Vim script,Vim script,scripted,scripted,361
Vim script,Emacs Lisp,scripted,scripted,2
Vim script,Batchfile,scripted,scripted,1
Vim script,PHP,scripted,procedural,4
Vim script,C++,scripted,procedural,8
Vim script,JavaScript,scripted,oob,27
Vim script,Python,scripted,oob,34
Vim script,Java,scripted,oob,4
Vim script,Ruby,scripted,oob,25
Vim script,C#,scripted,oob,1
Vim script,TypeScript,scripted,oob,4
Vim script,Objective-C,scripted,oob,0
Vim script,Jupyter Notebook,scripted,oob,0
Vim script,Kotlin,scripted,oob,0
Vim script,Dart,scripted,oob,1
Vim script,Go,scripted,multi,17
Vim script,Swift,scripted,multi,2
Vim script,Scala,scripted,multi,1
Vim script,R,scripted,multi,0
Vim script,Rust,scripted,multi,3
Vim script,Lua,scripted,multi,4
Vim script,Perl,scripted,multi,2
Vim script,CoffeeScript,scripted,multi,1
Vim script,Matlab,scripted,multi,0
Vim script,Julia,scripted,multi,0
Vim script,Visual Basic,scripted,multi,0
Vim script,F#,scripted,multi,0
Vim script,D,scripted,multi,0
Vim script,Assembly,scripted,machine,0
Vim script,C,scripted,imperative,11
Vim script,Arduino,scripted,imperative,1
Vim script,Fortran,scripted,imperative,0
Vim script,Elixir,scripted,functional,3
Vim script,Groovy,scripted,functional,0
Vim script,Haskell,scripted,functional,8
Vim script,Clojure,scripted,functional,1
Vim script,Erlang,scripted,functional,0
Vim script,OCaml,scripted,functional,0
Vim script,HTML,scripted,declarative,16
Vim script,CSS,scripted,declarative,10
Vim script,XSLT,scripted,declarative,1
Vim script,PLpgSQL,scripted,declarative,0
Vim script,Elm,scripted,declarative,1
Vim script,Nix,scripted,declarative,0
Emacs Lisp,Roff,scripted,undefined,0
Emacs Lisp,Protocol Buffer,scripted,undefined,0
Emacs Lisp,SaltStack,scripted,undefined,0
Emacs Lisp,Vala,scripted,undefined,0
Emacs Lisp,Shell,scripted,scripted,12
Emacs Lisp,PowerShell,scripted,scripted,1
Emacs Lisp,Vim script,scripted,scripted,2
Emacs Lisp,Emacs Lisp,scripted,scripted,268
Emacs Lisp,Batchfile,scripted,scripted,0
Emacs Lisp,PHP,scripted,procedural,7
Emacs Lisp,C++,scripted,procedural,5
Emacs Lisp,JavaScript,scripted,oob,17
Emacs Lisp,Python,scripted,oob,12
Emacs Lisp,Java,scripted,oob,3
Emacs Lisp,Ruby,scripted,oob,9
Emacs Lisp,C#,scripted,oob,0
Emacs Lisp,TypeScript,scripted,oob,2
Emacs Lisp,Objective-C,scripted,oob,0
Emacs Lisp,Jupyter Notebook,scripted,oob,1
Emacs Lisp,Kotlin,scripted,oob,0
Emacs Lisp,Dart,scripted,oob,1
Emacs Lisp,Go,scripted,multi,8
Emacs Lisp,Swift,scripted,multi,0
Emacs Lisp,Scala,scripted,multi,1
Emacs Lisp,R,scripted,multi,0
Emacs Lisp,Rust,scripted,multi,1
Emacs Lisp,Lua,scripted,multi,1
Emacs Lisp,Perl,scripted,multi,1
Emacs Lisp,CoffeeScript,scripted,multi,2
Emacs Lisp,Matlab,scripted,multi,0
Emacs Lisp,Julia,scripted,multi,1
Emacs Lisp,Visual Basic,scripted,multi,1
Emacs Lisp,F#,scripted,multi,0
Emacs Lisp,D,scripted,multi,1
Emacs Lisp,Assembly,scripted,machine,0
Emacs Lisp,C,scripted,imperative,6
Emacs Lisp,Arduino,scripted,imperative,0
Emacs Lisp,Fortran,scripted,imperative,0
Emacs Lisp,Elixir,scripted,functional,0
Emacs Lisp,Groovy,scripted,functional,1
Emacs Lisp,Haskell,scripted,functional,7
Emacs Lisp,Clojure,scripted,functional,5
Emacs Lisp,Erlang,scripted,functional,1
Emacs Lisp,OCaml,scripted,functional,1
Emacs Lisp,HTML,scripted,declarative,3
Emacs Lisp,CSS,scripted,declarative,6
Emacs Lisp,XSLT,scripted,declarative,0
Emacs Lisp,PLpgSQL,scripted,declarative,0
Emacs Lisp,Elm,scripted,declarative,1
Emacs Lisp,Nix,scripted,declarative,4
Batchfile,Roff,scripted,undefined,0
Batchfile,Protocol Buffer,scripted,undefined,0
Batchfile,SaltStack,scripted,undefined,0
Batchfile,Vala,scripted,undefined,0
Batchfile,Shell,scripted,scripted,14
Batchfile,PowerShell,scripted,scripted,6
Batchfile,Vim script,scripted,scripted,1
Batchfile,Emacs Lisp,scripted,scripted,0
Batchfile,Batchfile,scripted,scripted,133
Batchfile,PHP,scripted,procedural,4
Batchfile,C++,scripted,procedural,8
Batchfile,JavaScript,scripted,oob,9
Batchfile,Python,scripted,oob,15
Batchfile,Java,scripted,oob,3
Batchfile,Ruby,scripted,oob,5
Batchfile,C#,scripted,oob,9
Batchfile,TypeScript,scripted,oob,2
Batchfile,Objective-C,scripted,oob,0
Batchfile,Jupyter Notebook,scripted,oob,2
Batchfile,Kotlin,scripted,oob,0
Batchfile,Dart,scripted,oob,0
Batchfile,Go,scripted,multi,2
Batchfile,Swift,scripted,multi,0
Batchfile,Scala,scripted,multi,0
Batchfile,R,scripted,multi,0
Batchfile,Rust,scripted,multi,0
Batchfile,Lua,scripted,multi,0
Batchfile,Perl,scripted,multi,0
Batchfile,CoffeeScript,scripted,multi,3
Batchfile,Matlab,scripted,multi,2
Batchfile,Julia,scripted,multi,0
Batchfile,Visual Basic,scripted,multi,1
Batchfile,F#,scripted,multi,1
Batchfile,D,scripted,multi,0
Batchfile,Assembly,scripted,machine,0
Batchfile,C,scripted,imperative,7
Batchfile,Arduino,scripted,imperative,0
Batchfile,Fortran,scripted,imperative,0
Batchfile,Elixir,scripted,functional,0
Batchfile,Groovy,scripted,functional,1
Batchfile,Haskell,scripted,functional,0
Batchfile,Clojure,scripted,functional,0
Batchfile,Erlang,scripted,functional,0
Batchfile,OCaml,scripted,functional,0
Batchfile,HTML,scripted,declarative,9
Batchfile,CSS,scripted,declarative,6
Batchfile,XSLT,scripted,declarative,0
Batchfile,PLpgSQL,scripted,declarative,1
Batchfile,Elm,scripted,declarative,0
Batchfile,Nix,scripted,declarative,0
PHP,Roff,procedural,undefined,2
PHP,Protocol Buffer,procedural,undefined,5
PHP,SaltStack,procedural,undefined,4
PHP,Vala,procedural,undefined,5
PHP,Shell,procedural,scripted,178
PHP,PowerShell,procedural,scripted,8
PHP,Vim script,procedural,scripted,4
PHP,Emacs Lisp,procedural,scripted,7
PHP,Batchfile,procedural,scripted,4
PHP,PHP,procedural,procedural,10104
PHP,C++,procedural,procedural,56
PHP,JavaScript,procedural,oob,905
PHP,Python,procedural,oob,238
PHP,Java,procedural,oob,183
PHP,Ruby,procedural,oob,140
PHP,C#,procedural,oob,74
PHP,TypeScript,procedural,oob,82
PHP,Objective-C,procedural,oob,14
PHP,Jupyter Notebook,procedural,oob,4
PHP,Kotlin,procedural,oob,4
PHP,Dart,procedural,oob,2
PHP,Go,procedural,multi,78
PHP,Swift,procedural,multi,15
PHP,Scala,procedural,multi,5
PHP,R,procedural,multi,2
PHP,Rust,procedural,multi,6
PHP,Lua,procedural,multi,10
PHP,Perl,procedural,multi,20
PHP,CoffeeScript,procedural,multi,22
PHP,Matlab,procedural,multi,1
PHP,Julia,procedural,multi,0
PHP,Visual Basic,procedural,multi,4
PHP,F#,procedural,multi,1
PHP,D,procedural,multi,3
PHP,Assembly,procedural,machine,0
PHP,C,procedural,imperative,83
PHP,Arduino,procedural,imperative,3
PHP,Fortran,procedural,imperative,0
PHP,Elixir,procedural,functional,9
PHP,Groovy,procedural,functional,11
PHP,Haskell,procedural,functional,5
PHP,Clojure,procedural,functional,4
PHP,Erlang,procedural,functional,4
PHP,OCaml,procedural,functional,0
PHP,HTML,procedural,declarative,464
PHP,CSS,procedural,declarative,336
PHP,XSLT,procedural,declarative,9
PHP,PLpgSQL,procedural,declarative,6
PHP,Elm,procedural,declarative,4
PHP,Nix,procedural,declarative,1
C++,Roff,procedural,undefined,2
C++,Protocol Buffer,procedural,undefined,20
C++,SaltStack,procedural,undefined,1
C++,Vala,procedural,undefined,1
C++,Shell,procedural,scripted,246
C++,PowerShell,procedural,scripted,24
C++,Vim script,procedural,scripted,8
C++,Emacs Lisp,procedural,scripted,5
C++,Batchfile,procedural,scripted,8
C++,PHP,procedural,procedural,56
C++,C++,procedural,procedural,8149
C++,JavaScript,procedural,oob,330
C++,Python,procedural,oob,606
C++,Java,procedural,oob,189
C++,Ruby,procedural,oob,68
C++,C#,procedural,oob,105
C++,TypeScript,procedural,oob,53
C++,Objective-C,procedural,oob,37
C++,Jupyter Notebook,procedural,oob,49
C++,Kotlin,procedural,oob,6
C++,Dart,procedural,oob,16
C++,Go,procedural,multi,77
C++,Swift,procedural,multi,24
C++,Scala,procedural,multi,18
C++,R,procedural,multi,23
C++,Rust,procedural,multi,31
C++,Lua,procedural,multi,47
C++,Perl,procedural,multi,24
C++,CoffeeScript,procedural,multi,13
C++,Matlab,procedural,multi,15
C++,Julia,procedural,multi,6
C++,Visual Basic,procedural,multi,5
C++,F#,procedural,multi,1
C++,D,procedural,multi,5
C++,Assembly,procedural,machine,5
C++,C,procedural,imperative,445
C++,Arduino,procedural,imperative,13
C++,Fortran,procedural,imperative,12
C++,Elixir,procedural,functional,3
C++,Groovy,procedural,functional,6
C++,Haskell,procedural,functional,10
C++,Clojure,procedural,functional,6
C++,Erlang,procedural,functional,11
C++,OCaml,procedural,functional,6
C++,HTML,procedural,declarative,181
C++,CSS,procedural,declarative,104
C++,XSLT,procedural,declarative,14
C++,PLpgSQL,procedural,declarative,6
C++,Elm,procedural,declarative,2
C++,Nix,procedural,declarative,9
JavaScript,Roff,oob,undefined,7
JavaScript,Protocol Buffer,oob,undefined,16
JavaScript,SaltStack,oob,undefined,11
JavaScript,Vala,oob,undefined,4
JavaScript,Shell,oob,scripted,614
JavaScript,PowerShell,oob,scripted,49
JavaScript,Vim script,oob,scripted,27
JavaScript,Emacs Lisp,oob,scripted,17
JavaScript,Batchfile,oob,scripted,9
JavaScript,PHP,oob,procedural,905
JavaScript,C++,oob,procedural,330
JavaScript,JavaScript,oob,oob,35089
JavaScript,Python,oob,oob,1504
JavaScript,Java,oob,oob,1091
JavaScript,Ruby,oob,oob,1024
JavaScript,C#,oob,oob,347
JavaScript,TypeScript,oob,oob,860
JavaScript,Objective-C,oob,oob,211
JavaScript,Jupyter Notebook,oob,oob,83
JavaScript,Kotlin,oob,oob,26
JavaScript,Dart,oob,oob,7
JavaScript,Go,oob,multi,389
JavaScript,Swift,oob,multi,118
JavaScript,Scala,oob,multi,117
JavaScript,R,oob,multi,27
JavaScript,Rust,oob,multi,70
JavaScript,Lua,oob,multi,33
JavaScript,Perl,oob,multi,44
JavaScript,CoffeeScript,oob,multi,157
JavaScript,Matlab,oob,multi,3
JavaScript,Julia,oob,multi,4
JavaScript,Visual Basic,oob,multi,3
JavaScript,F#,oob,multi,11
JavaScript,D,oob,multi,5
JavaScript,Assembly,oob,machine,5
JavaScript,C,oob,imperative,222
JavaScript,Arduino,oob,imperative,10
JavaScript,Fortran,oob,imperative,5
JavaScript,Elixir,oob,functional,61
JavaScript,Groovy,oob,functional,49
JavaScript,Haskell,oob,functional,37
JavaScript,Clojure,oob,functional,37
JavaScript,Erlang,oob,functional,18
JavaScript,OCaml,oob,functional,18
JavaScript,HTML,oob,declarative,2994
JavaScript,CSS,oob,declarative,1772
JavaScript,XSLT,oob,declarative,25
JavaScript,PLpgSQL,oob,declarative,58
JavaScript,Elm,oob,declarative,18
JavaScript,Nix,oob,declarative,6
Python,Roff,oob,undefined,5
Python,Protocol Buffer,oob,undefined,23
Python,SaltStack,oob,undefined,27
Python,Vala,oob,undefined,6
Python,Shell,oob,scripted,897
Python,PowerShell,oob,scripted,27
Python,Vim script,oob,scripted,34
Python,Emacs Lisp,oob,scripted,12
Python,Batchfile,oob,scripted,15
Python,PHP,oob,procedural,238
Python,C++,oob,procedural,606
Python,JavaScript,oob,oob,1504
Python,Python,oob,oob,20157
Python,Java,oob,oob,533
Python,Ruby,oob,oob,358
Python,C#,oob,oob,106
Python,TypeScript,oob,oob,143
Python,Objective-C,oob,oob,39
Python,Jupyter Notebook,oob,oob,281
Python,Kotlin,oob,oob,16
Python,Dart,oob,oob,5
Python,Go,oob,multi,386
Python,Swift,oob,multi,36
Python,Scala,oob,multi,72
Python,R,oob,multi,40
Python,Rust,oob,multi,66
Python,Lua,oob,multi,31
Python,Perl,oob,multi,68
Python,CoffeeScript,oob,multi,30
Python,Matlab,oob,multi,21
Python,Julia,oob,multi,24
Python,Visual Basic,oob,multi,5
Python,F#,oob,multi,1
Python,D,oob,multi,4
Python,Assembly,oob,machine,4
Python,C,oob,imperative,399
Python,Arduino,oob,imperative,14
Python,Fortran,oob,imperative,14
Python,Elixir,oob,functional,15
Python,Groovy,oob,functional,66
Python,Haskell,oob,functional,23
Python,Clojure,oob,functional,12
Python,Erlang,oob,functional,14
Python,OCaml,oob,functional,14
Python,HTML,oob,declarative,914
Python,CSS,oob,declarative,465
Python,XSLT,oob,declarative,23
Python,PLpgSQL,oob,declarative,24
Python,Elm,oob,declarative,11
Python,Nix,oob,declarative,10
Java,Roff,oob,undefined,20
Java,Protocol Buffer,oob,undefined,15
Java,SaltStack,oob,undefined,2
Java,Vala,oob,undefined,1
Java,Shell,oob,scripted,452
Java,PowerShell,oob,scripted,3
Java,Vim script,oob,scripted,4
Java,Emacs Lisp,oob,scripted,3
Java,Batchfile,oob,scripted,3
Java,PHP,oob,procedural,183
Java,C++,oob,procedural,189
Java,JavaScript,oob,oob,1091
Java,Python,oob,oob,533
Java,Java,oob,oob,17291
Java,Ruby,oob,oob,205
Java,C#,oob,oob,145
Java,TypeScript,oob,oob,194
Java,Objective-C,oob,oob,160
Java,Jupyter Notebook,oob,oob,25
Java,Kotlin,oob,oob,116
Java,Dart,oob,oob,8
Java,Go,oob,multi,168
Java,Swift,oob,multi,81
Java,Scala,oob,multi,129
Java,R,oob,multi,16
Java,Rust,oob,multi,12
Java,Lua,oob,multi,4
Java,Perl,oob,multi,21
Java,CoffeeScript,oob,multi,14
Java,Matlab,oob,multi,7
Java,Julia,oob,multi,0
Java,Visual Basic,oob,multi,3
Java,F#,oob,multi,0
Java,D,oob,multi,1
Java,Assembly,oob,machine,3
Java,C,oob,imperative,162
Java,Arduino,oob,imperative,5
Java,Fortran,oob,imperative,1
Java,Elixir,oob,functional,6
Java,Groovy,oob,functional,125
Java,Haskell,oob,functional,7
Java,Clojure,oob,functional,20
Java,Erlang,oob,functional,5
Java,OCaml,oob,functional,2
Java,HTML,oob,declarative,558
Java,CSS,oob,declarative,287
Java,XSLT,oob,declarative,40
Java,PLpgSQL,oob,declarative,14
Java,Elm,oob,declarative,0
Java,Nix,oob,declarative,0
Ruby,Roff,oob,undefined,7
Ruby,Protocol Buffer,oob,undefined,5
Ruby,SaltStack,oob,undefined,11
Ruby,Vala,oob,undefined,0
Ruby,Shell,oob,scripted,312
Ruby,PowerShell,oob,scripted,13
Ruby,Vim script,oob,scripted,25
Ruby,Emacs Lisp,oob,scripted,9
Ruby,Batchfile,oob,scripted,5
Ruby,PHP,oob,procedural,140
Ruby,C++,oob,procedural,68
Ruby,JavaScript,oob,oob,1024
Ruby,Python,oob,oob,358
Ruby,Java,oob,oob,205
Ruby,Ruby,oob,oob,9849
Ruby,C#,oob,oob,42
Ruby,TypeScript,oob,oob,70
Ruby,Objective-C,oob,oob,39
Ruby,Jupyter Notebook,oob,oob,8
Ruby,Kotlin,oob,oob,7
Ruby,Dart,oob,oob,4
Ruby,Go,oob,multi,212
Ruby,Swift,oob,multi,41
Ruby,Scala,oob,multi,26
Ruby,R,oob,multi,7
Ruby,Rust,oob,multi,30
Ruby,Lua,oob,multi,8
Ruby,Perl,oob,multi,24
