language1,language2,common_actors
Go,Python,1154
Go,Java,554
Go,HTML,694
Go,Ruby,623
Go,PHP,281
Go,C++,283
Go,Go,10491
Go,CSS,396
Go,C#,122
Go,TypeScript,170
Go,C,352
Go,Shell,1052
Go,Scala,68
Go,Swift,55
Go,PowerShell,24
Go,Rust,107
Go,Objective-C,61
Go,Jupyter Notebook,27
Go,DM,1
Go,R,3
Go,Lua,35
Go,Kotlin,27
Go,Elixir,37
Go,Perl,58
Go,Vue,34
Go,Makefile,210
Go,Groovy,85
Go,Julia,2
Go,Haskell,29
Go,CoffeeScript,53
Go,TeX,35
Go,Clojure,26
Go,HCL,111
Go,OCaml,8
Go,Vim script,58
Go,XSLT,16
Go,Nix,8
Go,Matlab,4
Go,CMake,9
Go,Dart,9
Go,Erlang,16
Go,Puppet,18
Go,Emacs Lisp,28
Go,Smarty,68
Go,PLpgSQL,12
Go,Visual Basic,1
Go,Fortran,2
Go,Arduino,11
Go,F#,2
CSS,JavaScript,5720
CSS,Python,1704
CSS,Java,1090
CSS,HTML,4479
CSS,Ruby,1255
CSS,PHP,1250
CSS,C++,429
CSS,Go,396
CSS,CSS,20609
CSS,C#,318
CSS,TypeScript,681
CSS,C,291
CSS,Shell,787
CSS,Scala,124
CSS,Swift,118
CSS,PowerShell,30
CSS,Rust,95
CSS,Objective-C,101
CSS,Jupyter Notebook,125
CSS,DM,2
CSS,R,65
CSS,Lua,40
CSS,Kotlin,37
CSS,Elixir,81
CSS,Perl,59
CSS,Vue,104
CSS,Makefile,145
CSS,Groovy,52
CSS,Julia,10
CSS,Haskell,30
CSS,CoffeeScript,115
CSS,TeX,81
CSS,Clojure,41
CSS,HCL,51
CSS,OCaml,10
CSS,Vim script,41
CSS,XSLT,36
CSS,Nix,3
CSS,Matlab,15
CSS,CMake,24
CSS,Dart,23
CSS,Erlang,13
CSS,Puppet,58
CSS,Emacs Lisp,25
CSS,Smarty,21
CSS,PLpgSQL,33
CSS,Visual Basic,9
CSS,Fortran,7
CSS,Arduino,27
CSS,F#,8
C#,JavaScript,1225
C#,Python,481
C#,Java,573
C#,HTML,555
C#,Ruby,178
C#,PHP,264
C#,C++,344
C#,Go,122
C#,CSS,318
C#,C#,15088
C#,TypeScript,393
C#,C,191
C#,Shell,163
C#,Scala,23
C#,Swift,51
C#,PowerShell,238
C#,Rust,33
C#,Objective-C,80
C#,Jupyter Notebook,26
C#,DM,8
C#,R,10
C#,Lua,34
C#,Kotlin,22
C#,Elixir,10
C#,Perl,20
C#,Vue,9
C#,Makefile,28
C#,Groovy,23
C#,Julia,0
C#,Haskell,9
C#,CoffeeScript,18
C#,TeX,23
C#,Clojure,4
C#,HCL,2
C#,OCaml,5
C#,Vim script,9
C#,XSLT,10
C#,Nix,0
C#,Matlab,5
C#,CMake,11
C#,Dart,1
C#,Erlang,4
C#,Puppet,1
C#,Emacs Lisp,3
C#,Smarty,4
C#,PLpgSQL,5
C#,Visual Basic,24
C#,Fortran,4
C#,Arduino,11
C#,F#,45
TypeScript,JavaScript,2739
TypeScript,Python,467
TypeScript,Java,631
TypeScript,HTML,945
TypeScript,Ruby,234
TypeScript,PHP,265
TypeScript,C++,148
TypeScript,Go,170
TypeScript,CSS,681
TypeScript,C#,393
TypeScript,TypeScript,10084
TypeScript,C,84
TypeScript,Shell,267
TypeScript,Scala,52
TypeScript,Swift,52
TypeScript,PowerShell,48
TypeScript,Rust,43
TypeScript,Objective-C,73
TypeScript,Jupyter Notebook,39
TypeScript,DM,0
TypeScript,R,6
TypeScript,Lua,10
TypeScript,Kotlin,23
TypeScript,Elixir,28
TypeScript,Perl,8
TypeScript,Vue,41
TypeScript,Makefile,28
TypeScript,Groovy,33
TypeScript,Julia,4
TypeScript,Haskell,19
TypeScript,CoffeeScript,69
TypeScript,TeX,16
TypeScript,Clojure,6
TypeScript,HCL,8
TypeScript,OCaml,5
TypeScript,Vim script,20
TypeScript,XSLT,12
TypeScript,Nix,2
TypeScript,Matlab,1
TypeScript,CMake,6
TypeScript,Dart,6
TypeScript,Erlang,7
TypeScript,Puppet,1
TypeScript,Emacs Lisp,8
TypeScript,Smarty,15
TypeScript,PLpgSQL,12
TypeScript,Visual Basic,4
TypeScript,Fortran,2
TypeScript,Arduino,9
TypeScript,F#,5
C,JavaScript,825
C,Python,1437
C,Java,633
C,HTML,567
C,Ruby,299
C,PHP,227
C,C++,1512
C,Go,352
C,CSS,291
C,C#,191
C,TypeScript,84
C,C,13093
C,Shell,795
C,Scala,39
C,Swift,74
C,PowerShell,29
C,Rust,117
C,Objective-C,115
C,Jupyter Notebook,86
C,DM,1
C,R,31
C,Lua,82
C,Kotlin,20
C,Elixir,21
C,Perl,132
C,Vue,9
C,Makefile,326
C,Groovy,20
C,Julia,17
C,Haskell,40
C,CoffeeScript,33
C,TeX,99
C,Clojure,8
C,HCL,6
C,OCaml,22
C,Vim script,40
C,XSLT,15
C,Nix,7
C,Matlab,25
C,CMake,64
C,Dart,5
C,Erlang,27
C,Puppet,6
C,Emacs Lisp,20
C,Smarty,3
C,PLpgSQL,19
C,Visual Basic,5
C,Fortran,33
C,Arduino,38
C,F#,3
Shell,JavaScript,2090
Shell,Python,2552
Shell,Java,1320
Shell,HTML,1319
Shell,Ruby,1003
Shell,PHP,639
Shell,C++,673
Shell,Go,1052
Shell,CSS,787
Shell,C#,163
Shell,TypeScript,267
Shell,C,795
Shell,Shell,13555
Shell,Scala,167
Shell,Swift,97
Shell,PowerShell,74
Shell,Rust,115
Shell,Objective-C,77
Shell,Jupyter Notebook,170
Shell,DM,2
Shell,R,71
Shell,Lua,74
Shell,Kotlin,61
Shell,Elixir,52
Shell,Perl,169
Shell,Vue,22
Shell,Makefile,345
Shell,Groovy,214
Shell,Julia,16
Shell,Haskell,57
Shell,CoffeeScript,84
Shell,TeX,87
Shell,Clojure,53
Shell,HCL,164
Shell,OCaml,30
Shell,Vim script,101
Shell,XSLT,64
Shell,Nix,11
Shell,Matlab,13
Shell,CMake,74
Shell,Dart,3
Shell,Erlang,38
Shell,Puppet,70
Shell,Emacs Lisp,46
Shell,Smarty,79
Shell,PLpgSQL,31
Shell,Visual Basic,7
Shell,Fortran,19
Shell,Arduino,22
Shell,F#,5
Scala,JavaScript,295
Scala,Python,222
Scala,Java,357
Scala,HTML,210
Scala,Ruby,87
Scala,PHP,24
Scala,C++,60
Scala,Go,68
Scala,CSS,124
Scala,C#,23
Scala,TypeScript,52
Scala,C,39
Scala,Shell,167
Scala,Scala,3100
Scala,Swift,12
Scala,PowerShell,4
Scala,Rust,30
Scala,Objective-C,15
Scala,Jupyter Notebook,38
Scala,DM,0
Scala,R,5
Scala,Lua,5
Scala,Kotlin,17
Scala,Elixir,5
Scala,Perl,9
Scala,Vue,3
Scala,Makefile,14
Scala,Groovy,51
Scala,Julia,3
Scala,Haskell,24
Scala,CoffeeScript,6
Scala,TeX,20
Scala,Clojure,19
Scala,HCL,10
Scala,OCaml,2
Scala,Vim script,6
Scala,XSLT,25
Scala,Nix,2
Scala,Matlab,3
Scala,CMake,0
Scala,Dart,2
Scala,Erlang,5
Scala,Puppet,3
Scala,Emacs Lisp,8
Scala,Smarty,10
Scala,PLpgSQL,4
Scala,Visual Basic,2
Scala,Fortran,1
Scala,Arduino,0
Scala,F#,4
Swift,JavaScript,390
Swift,Python,169
Swift,Java,268
Swift,HTML,184
Swift,Ruby,167
Swift,PHP,71
Swift,C++,91
Swift,Go,55
Swift,CSS,118
Swift,C#,51
Swift,TypeScript,52
Swift,C,74
Swift,Shell,97
Swift,Scala,12
Swift,Swift,5059
Swift,PowerShell,2
Swift,Rust,17
Swift,Objective-C,455
Swift,Jupyter Notebook,12
Swift,DM,0
Swift,R,2
Swift,Lua,0
Swift,Kotlin,35
Swift,Elixir,17
Swift,Perl,5
Swift,Vue,2
Swift,Makefile,11
Swift,Groovy,7
Swift,Julia,0
Swift,Haskell,2
Swift,CoffeeScript,6
Swift,TeX,1
Swift,Clojure,4
Swift,HCL,0
Swift,OCaml,2
Swift,Vim script,4
Swift,XSLT,4
Swift,Nix,0
Swift,Matlab,1
Swift,CMake,1
Swift,Dart,5
Swift,Erlang,3
Swift,Puppet,2
Swift,Emacs Lisp,2
Swift,Smarty,1
Swift,PLpgSQL,0
Swift,Visual Basic,0
Swift,Fortran,0
Swift,Arduino,2
Swift,F#,1
PowerShell,JavaScript,145
PowerShell,Python,85
PowerShell,Java,32
PowerShell,HTML,57
PowerShell,Ruby,41
PowerShell,PHP,26
PowerShell,C++,51
PowerShell,Go,24
PowerShell,CSS,30
PowerShell,C#,238
PowerShell,TypeScript,48
PowerShell,C,29
PowerShell,Shell,74
PowerShell,Scala,4
PowerShell,Swift,2
PowerShell,PowerShell,1657
PowerShell,Rust,5
PowerShell,Objective-C,3
PowerShell,Jupyter Notebook,2
PowerShell,DM,0
PowerShell,R,1
PowerShell,Lua,4
PowerShell,Kotlin,2
PowerShell,Elixir,4
PowerShell,Perl,4
PowerShell,Vue,0
PowerShell,Makefile,0
PowerShell,Groovy,6
PowerShell,Julia,1
PowerShell,Haskell,3
PowerShell,CoffeeScript,2
PowerShell,TeX,0
PowerShell,Clojure,4
PowerShell,HCL,2
PowerShell,OCaml,0
PowerShell,Vim script,2
PowerShell,XSLT,0
PowerShell,Nix,0
PowerShell,Matlab,0
PowerShell,CMake,3
PowerShell,Dart,2
PowerShell,Erlang,2
PowerShell,Puppet,3
PowerShell,Emacs Lisp,2
PowerShell,Smarty,1
PowerShell,PLpgSQL,3
PowerShell,Visual Basic,3
PowerShell,Fortran,0
PowerShell,Arduino,1
PowerShell,F#,7
Rust,JavaScript,252
Rust,Python,205
Rust,Java,58
Rust,HTML,139
Rust,Ruby,101
Rust,PHP,25
Rust,C++,115
Rust,Go,107
Rust,CSS,95
Rust,C#,33
Rust,TypeScript,43
Rust,C,117
Rust,Shell,115
Rust,Scala,30
Rust,Swift,17
Rust,PowerShell,5
Rust,Rust,1909
Rust,Objective-C,13
Rust,Jupyter Notebook,7
Rust,DM,1
Rust,R,1
Rust,Lua,9
Rust,Kotlin,16
Rust,Elixir,24
Rust,Perl,8
Rust,Vue,5
Rust,Makefile,23
Rust,Groovy,7
Rust,Julia,4
Rust,Haskell,22
Rust,CoffeeScript,15
Rust,TeX,24
Rust,Clojure,17
Rust,HCL,3
Rust,OCaml,9
Rust,Vim script,14
Rust,XSLT,4
Rust,Nix,9
Rust,Matlab,1
Rust,CMake,7
Rust,Dart,2
Rust,Erlang,9
Rust,Puppet,0
Rust,Emacs Lisp,10
Rust,Smarty,3
Rust,PLpgSQL,2
Rust,Visual Basic,2
Rust,Fortran,2
Rust,Arduino,1
Rust,F#,2
Objective-C,JavaScript,629
Objective-C,Python,131
Objective-C,Java,410
Objective-C,HTML,157
Objective-C,Ruby,165
Objective-C,PHP,58
Objective-C,C++,98
Objective-C,Go,61
Objective-C,CSS,101
Objective-C,C#,80
Objective-C,TypeScript,73
Objective-C,C,115
Objective-C,Shell,77
Objective-C,Scala,15
Objective-C,Swift,455
Objective-C,PowerShell,3
Objective-C,Rust,13
Objective-C,Objective-C,3618
Objective-C,Jupyter Notebook,8
Objective-C,DM,0
Objective-C,R,1
Objective-C,Lua,4
Objective-C,Kotlin,10
Objective-C,Elixir,11
Objective-C,Perl,8
Objective-C,Vue,5
Objective-C,Makefile,27
Objective-C,Groovy,11
Objective-C,Julia,0
Objective-C,Haskell,2
Objective-C,CoffeeScript,13
Objective-C,TeX,0
Objective-C,Clojure,5
Objective-C,HCL,1
Objective-C,OCaml,1
Objective-C,Vim script,4
Objective-C,XSLT,6
Objective-C,Nix,1
Objective-C,Matlab,3
Objective-C,CMake,4
Objective-C,Dart,3
Objective-C,Erlang,5
Objective-C,Puppet,0
Objective-C,Emacs Lisp,4
Objective-C,Smarty,2
Objective-C,PLpgSQL,0
Objective-C,Visual Basic,0
Objective-C,Fortran,0
Objective-C,Arduino,3
Objective-C,F#,1
Jupyter Notebook,JavaScript,286
Jupyter Notebook,Python,1078
Jupyter Notebook,Java,120
Jupyter Notebook,HTML,314
Jupyter Notebook,Ruby,41
Jupyter Notebook,PHP,20
Jupyter Notebook,C++,184
Jupyter Notebook,Go,27
Jupyter Notebook,CSS,125
Jupyter Notebook,C#,26
Jupyter Notebook,TypeScript,39
Jupyter Notebook,C,86
Jupyter Notebook,Shell,170
Jupyter Notebook,Scala,38
Jupyter Notebook,Swift,12
Jupyter Notebook,PowerShell,2
Jupyter Notebook,Rust,7
Jupyter Notebook,Objective-C,8
Jupyter Notebook,Jupyter Notebook,3914
Jupyter Notebook,DM,0
Jupyter Notebook,R,55
Jupyter Notebook,Lua,8
Jupyter Notebook,Kotlin,1
Jupyter Notebook,Elixir,3
Jupyter Notebook,Perl,12
Jupyter Notebook,Vue,1
Jupyter Notebook,Makefile,16
Jupyter Notebook,Groovy,3
Jupyter Notebook,Julia,44
Jupyter Notebook,Haskell,8
Jupyter Notebook,CoffeeScript,9
Jupyter Notebook,TeX,56
Jupyter Notebook,Clojure,3
Jupyter Notebook,HCL,2
Jupyter Notebook,OCaml,4
Jupyter Notebook,Vim script,5
Jupyter Notebook,XSLT,6
Jupyter Notebook,Nix,1
Jupyter Notebook,Matlab,31
Jupyter Notebook,CMake,26
Jupyter Notebook,Dart,0
Jupyter Notebook,Erlang,1
Jupyter Notebook,Puppet,1
Jupyter Notebook,Emacs Lisp,5
Jupyter Notebook,Smarty,3
Jupyter Notebook,PLpgSQL,6
Jupyter Notebook,Visual Basic,1
Jupyter Notebook,Fortran,16
Jupyter Notebook,Arduino,4
Jupyter Notebook,F#,0
DM,JavaScript,9
DM,Python,8
DM,Java,4
DM,HTML,3
DM,Ruby,0
DM,PHP,0
DM,C++,5
DM,Go,1
DM,CSS,2
DM,C#,8
DM,TypeScript,0
DM,C,1
DM,Shell,2
DM,Scala,0
DM,Swift,0
DM,PowerShell,0
DM,Rust,1
DM,Objective-C,0
DM,Jupyter Notebook,0
DM,DM,451
DM,R,0
DM,Lua,2
DM,Kotlin,0
DM,Elixir,0
DM,Perl,1
DM,Vue,0
DM,Makefile,0
DM,Groovy,0
DM,Julia,0
DM,Haskell,0
DM,CoffeeScript,0
DM,TeX,0
DM,Clojure,0
DM,HCL,0
DM,OCaml,0
DM,Vim script,0
DM,XSLT,0
DM,Nix,0
DM,Matlab,0
DM,CMake,0
DM,Dart,0
DM,Erlang,0
DM,Puppet,0
DM,Emacs Lisp,0
DM,Smarty,0
DM,PLpgSQL,0
DM,Visual Basic,0
DM,Fortran,0
DM,Arduino,0
DM,F#,0
R,JavaScript,106
R,Python,139
R,Java,57
R,HTML,265
R,Ruby,34
R,PHP,12
R,C++,75
R,Go,3
R,CSS,65
R,C#,10
R,TypeScript,6
R,C,31
R,Shell,71
R,Scala,5
R,Swift,2
R,PowerShell,1
R,Rust,1
R,Objective-C,1
R,Jupyter Notebook,55
R,DM,0
R,R,2330
R,Lua,1
R,Kotlin,1
R,Elixir,1
R,Perl,9
R,Vue,2
R,Makefile,6
R,Groovy,6
R,Julia,7
R,Haskell,1
R,CoffeeScript,2
R,TeX,48
R,Clojure,2
R,HCL,4
R,OCaml,0
R,Vim script,1
R,XSLT,2
R,Nix,0
R,Matlab,4
R,CMake,3
R,Dart,0
R,Erlang,0
R,Puppet,1
R,Emacs Lisp,4
R,Smarty,2
R,PLpgSQL,7
R,Visual Basic,0
R,Fortran,5
R,Arduino,0
R,F#,0
Lua,JavaScript,117
Lua,Python,112
Lua,Java,36
Lua,HTML,58
Lua,Ruby,25
Lua,PHP,30
Lua,C++,116
Lua,Go,35
Lua,CSS,40
Lua,C#,34
Lua,TypeScript,10
Lua,C,82
Lua,Shell,74
Lua,Scala,5
Lua,Swift,0
Lua,PowerShell,4
Lua,Rust,9
Lua,Objective-C,4
Lua,Jupyter Notebook,8
Lua,DM,2
Lua,R,1
Lua,Lua,1628
Lua,Kotlin,1
Lua,Elixir,4
Lua,Perl,13
Lua,Vue,0
Lua,Makefile,23
Lua,Groovy,4
Lua,Julia,1
Lua,Haskell,6
Lua,CoffeeScript,4
Lua,TeX,7
Lua,Clojure,2
Lua,HCL,1
Lua,OCaml,2
Lua,Vim script,7
Lua,XSLT,2
Lua,Nix,1
Lua,Matlab,1
Lua,CMake,4
Lua,Dart,1
Lua,Erlang,3
Lua,Puppet,2
Lua,Emacs Lisp,2
Lua,Smarty,2
Lua,PLpgSQL,1
Lua,Visual Basic,2
Lua,Fortran,1
Lua,Arduino,2
Lua,F#,0
Kotlin,JavaScript,126
Kotlin,Python,64
Kotlin,Java,430
Kotlin,HTML,73
Kotlin,Ruby,38
Kotlin,PHP,17
Kotlin,C++,28
Kotlin,Go,27
Kotlin,CSS,37
Kotlin,C#,22
Kotlin,TypeScript,23
Kotlin,C,20
Kotlin,Shell,61
Kotlin,Scala,17
Kotlin,Swift,35
Kotlin,PowerShell,2
Kotlin,Rust,16
Kotlin,Objective-C,10
Kotlin,Jupyter Notebook,1
Kotlin,DM,0
Kotlin,R,1
Kotlin,Lua,1
Kotlin,Kotlin,1550
Kotlin,Elixir,4
Kotlin,Perl,1
Kotlin,Vue,3
Kotlin,Makefile,4
Kotlin,Groovy,17
Kotlin,Julia,0
Kotlin,Haskell,4
Kotlin,CoffeeScript,3
Kotlin,TeX,2
Kotlin,Clojure,3
Kotlin,HCL,1
Kotlin,OCaml,0
Kotlin,Vim script,0
Kotlin,XSLT,2
Kotlin,Nix,1
Kotlin,Matlab,2
Kotlin,CMake,2
Kotlin,Dart,1
Kotlin,Erlang,2
Kotlin,Puppet,0
Kotlin,Emacs Lisp,2
Kotlin,Smarty,0
Kotlin,PLpgSQL,2
Kotlin,Visual Basic,1
Kotlin,Fortran,0
Kotlin,Arduino,0
Kotlin,F#,0
Elixir,JavaScript,222
Elixir,Python,62
Elixir,Java,20
Elixir,HTML,94
Elixir,Ruby,178
Elixir,PHP,28
Elixir,C++,9
Elixir,Go,37
Elixir,CSS,81
Elixir,C#,10
Elixir,TypeScript,28
Elixir,C,21
Elixir,Shell,52
Elixir,Scala,5
Elixir,Swift,17
Elixir,PowerShell,4
Elixir,Rust,24
Elixir,Objective-C,11
Elixir,Jupyter Notebook,3
Elixir,DM,0
Elixir,R,1
Elixir,Lua,4
Elixir,Kotlin,4
Elixir,Elixir,1303
Elixir,Perl,3
Elixir,Vue,3
Elixir,Makefile,5
Elixir,Groovy,2
Elixir,Julia,0
Elixir,Haskell,7
Elixir,CoffeeScript,15
Elixir,TeX,1
Elixir,Clojure,12
Elixir,HCL,3
Elixir,OCaml,2
Elixir,Vim script,18
Elixir,XSLT,0
Elixir,Nix,0
Elixir,Matlab,0
Elixir,CMake,0
Elixir,Dart,0
Elixir,Erlang,29
Elixir,Puppet,2
Elixir,Emacs Lisp,4
Elixir,Smarty,0
Elixir,PLpgSQL,0
Elixir,Visual Basic,0
Elixir,Fortran,0
Elixir,Arduino,2
Elixir,F#,1
Perl,JavaScript,145
Perl,Python,197
Perl,Java,88
Perl,HTML,113
Perl,Ruby,83
Perl,PHP,71
Perl,C++,75
Perl,Go,58
Perl,CSS,59
Perl,C#,20
Perl,TypeScript,8
Perl,C,132
Perl,Shell,169
Perl,Scala,9
Perl,Swift,5
Perl,PowerShell,4
Perl,Rust,8
Perl,Objective-C,8
Perl,Jupyter Notebook,12
Perl,DM,1
Perl,R,9
Perl,Lua,13
Perl,Kotlin,1
Perl,Elixir,3
Perl,Perl,1573
Perl,Vue,2
Perl,Makefile,43
Perl,Groovy,5
Perl,Julia,2
Perl,Haskell,11
Perl,CoffeeScript,5
Perl,TeX,8
Perl,Clojure,5
Perl,HCL,4
Perl,OCaml,0
Perl,Vim script,13
Perl,XSLT,9
Perl,Nix,2
Perl,Matlab,0
Perl,CMake,1
Perl,Dart,1
Perl,Erlang,3
Perl,Puppet,10
Perl,Emacs Lisp,10
Perl,Smarty,7
Perl,PLpgSQL,5
Perl,Visual Basic,3
Perl,Fortran,1
Perl,Arduino,0
Perl,F#,0
Vue,JavaScript,504
Vue,Python,60
Vue,Java,39
Vue,HTML,115
Vue,Ruby,33
Vue,PHP,93
Vue,C++,19
Vue,Go,34
Vue,CSS,104
